"Time","Type","Ability","Source → Target",""
"02:57.487","Cast","Evil Eyes","Creepy Statue 7",""
"02:58.102","Cast","Evil Eyes","Creepy Statue 1",""
"02:58.102","Cast","Evil Eyes","Creepy Statue 2",""
"02:58.102","Cast","Evil Eyes","Creepy Statue 3",""
"02:58.102","Cast","Evil Eyes","Creepy Statue 4",""
"02:58.102","Cast","Evil Eyes","Creepy Statue 5",""
"02:58.114","Cast","Evil Eyes","Creepy Statue 6",""
"02:58.115","Cast","Evil Eyes","Creepy Statue 7",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 1",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 2",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 3",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 4",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 5",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 6",""
"02:58.720","Cast","Evil Eyes","Creepy Statue 7",""
"02:59.347","Cast","Evil Eyes","Creepy Statue 1",""
"02:59.347","Cast","Evil Eyes","Creepy Statue 2",""
"02:59.347","Cast","Evil Eyes","Creepy Statue 3",""
"02:59.347","Cast","Evil Eyes","Creepy Statue 4",""
"02:59.347","Cast","Evil Eyes","Creepy Statue 5",""
"02:59.356","Cast","Evil Eyes","Creepy Statue 6",""
"02:59.356","Cast","Evil Eyes","Creepy Statue 7",""
"02:59.964","Cast","Evil Eyes","Creepy Statue 1",""
"02:59.964","Cast","Evil Eyes","Creepy Statue 2",""
"02:59.971","Cast","Evil Eyes","Creepy Statue 3",""
"02:59.971","Cast","Evil Eyes","Creepy Statue 4",""
"02:59.971","Cast","Evil Eyes","Creepy Statue 5",""
"02:59.977","Cast","Evil Eyes","Creepy Statue 6",""
"02:59.977","Cast","Evil Eyes","Creepy Statue 7",""
"03:00.584","Cast","Evil Eyes","Creepy Statue 1",""
"03:00.585","Cast","Evil Eyes","Creepy Statue 2",""
"03:00.585","Cast","Evil Eyes","Creepy Statue 3",""
"03:00.585","Cast","Evil Eyes","Creepy Statue 4",""
"03:00.585","Cast","Evil Eyes","Creepy Statue 5",""
"03:00.600","Cast","Evil Eyes","Creepy Statue 6",""
"03:00.600","Cast","Evil Eyes","Creepy Statue 7",""
"03:01.030","Cast","Throw Junk","Trader Gebbo",""
"03:01.030","Cast","Throw Junk","Trader Gebbo",""
"03:01.030","Cast","Throw Junk 3.02 sec","Trader Gebbo",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 1",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 2",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 3",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 4",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 5",""
"03:01.225","Cast","Evil Eyes","Creepy Statue 6",""
"03:01.232","Cast","Evil Eyes","Creepy Statue 7",""
"03:01.276","Cast","Mor'zahi's Command","Mor'zahi",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 1",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 2",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 3",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 4",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 5",""
"03:01.855","Cast","Evil Eyes","Creepy Statue 6",""
"03:01.873","Cast","Evil Eyes","Creepy Statue 7",""
"03:05.714","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"03:13.722","Cast","Throw Junk","Trader Gebbo",""
"03:13.723","Cast","Throw Junk","Trader Gebbo",""
"03:13.723","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"03:16.784","Cast","Frostfire Volley 5.00 sec","Scrollsage Iku",""
"03:17.715","Cast","Throw Junk","Trader Gebbo",""
"03:17.715","Cast","Throw Junk","Trader Gebbo",""
"03:17.715","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"03:18.730","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"03:23.729","Cast","Shell Spin 4.01 sec","First Mate Nama → Aidan",""
"03:24.737","Cast","Blink Nova","Scrollsage Iku",""
"03:31.734","Cast","Blink Nova 7.00 sec","Scrollsage Iku → Màzz",""
"03:33.707","Cast","Shredding Shards","Scrollsage Iku",""
"03:34.216","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:34.718","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:35.205","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:35.709","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:36.213","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:36.705","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:37.209","Cast","Shredding Shards","Scrollsage Iku →  Snapxd",""
"03:40.719","Cast","Throw Junk","Trader Gebbo",""
"03:40.720","Cast","Throw Junk","Trader Gebbo",""
"03:40.720","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"03:43.803","Cast","Frostfire Volley 5.02 sec","Scrollsage Iku",""
"03:44.721","Cast","Throw Junk","Trader Gebbo",""
"03:44.722","Cast","Throw Junk","Trader Gebbo",""
"03:44.722","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"03:45.778","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"03:50.737","Cast","Shell Spin 4.01 sec","First Mate Nama → Aidan",""
"03:59.213","Cast","Relic Rupture","Useless Junk 32",""
"04:01.295","Cast","Dark Whispers","Scrollsage Iku",""
"04:02.074","Cast","Final Ascension","Mor'zahi",""
"04:03.703","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"04:13.731","Cast","Blink Nova","Scrollsage Iku",""
"04:20.730","Cast","Blink Nova 7.00 sec","Scrollsage Iku → Drakchillz",""
"04:25.739","Cast","Shell Spin 4.03 sec","First Mate Nama → Parse",""
"04:26.746","Cast","Throw Junk","Trader Gebbo",""
"04:26.746","Cast","Throw Junk","Trader Gebbo",""
"04:26.746","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"04:30.731","Cast","Throw Junk","Trader Gebbo",""
"04:30.731","Cast","Throw Junk","Trader Gebbo",""
"04:30.731","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"04:33.722","Cast","Shredding Shards","Scrollsage Iku",""
"04:34.230","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:34.719","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:34.745","Cast","Throw Junk","Trader Gebbo",""
"04:34.745","Cast","Throw Junk","Trader Gebbo",""
"04:34.745","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"04:35.233","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:35.730","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:36.229","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:36.726","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:37.230","Cast","Shredding Shards","Scrollsage Iku →  Deadnos",""
"04:39.719","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
