"Time","Type","Ability","Source → Target",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"00:03.915","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Tÿÿ",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Atomicbob",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Marcbark",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"00:04.922","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Marcbark",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Atomicbob",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Tÿÿ",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"00:05.914","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"00:06.924","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Marcbark",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Tÿÿ",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Atomicbob",""
"00:06.934","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"00:33.913","Cast","Possession Barrage 6.01 sec","Nek'zali the Soulcoiler →  Mancowhorse",""
"00:52.542","Cast","Gravebound Advance","Restless Amani 1",""
"00:52.542","Cast","Gravebound Advance","Restless Amani 2",""
"00:53.843","Cast","Gravebound Advance","Restless Amani 3",""
"00:53.844","Cast","Gravebound Advance","Restless Amani 4",""
"00:55.146","Cast","Gravebound Advance","Restless Amani 5",""
"00:55.147","Cast","Gravebound Advance","Restless Amani 6",""
"01:03.919","Begin Cast","Possession Barrage Canceled","Nek'zali the Soulcoiler",""
"01:09.059","Cast","Ritual of Awakening 1.50 sec","Nek'zali the Soulcoiler",""
"01:19.514","Cast","Soul Transfer","Nek'zali the Soulcoiler",""
"01:19.514","Cast","Soul Transfer","Nek'zali the Soulcoiler",""
"01:26.478","Cast","Soul Transfer 7.99 sec","Summoner Jawae",""
"01:34.521","Cast","Soul Transfer 15.01 sec","Echo of Jawae 1 → Soulcoil Well",""
"01:37.493","Cast","Hungering Pyre","Echo of Jawae 1",""
"01:45.000","Cast","Hungering Pyre 7.51 sec","Echo of Jawae 1",""
"02:06.681","Cast","Gravebound Advance","Restless Amani 7",""
"02:06.681","Cast","Gravebound Advance","Restless Amani 8",""
"02:08.005","Cast","Gravebound Advance","Restless Amani 9",""
"02:08.005","Cast","Gravebound Advance","Restless Amani 10",""
"02:09.141","Cast","Gravebound Advance","Restless Amani 11",""
"02:09.142","Cast","Gravebound Advance","Restless Amani 12",""
"02:13.430","Cast","Soul Transfer 15.01 sec","Echo of Jawae 2 → Soulcoil Well",""
"02:16.439","Cast","Hungering Pyre","Echo of Jawae 2",""
"02:23.948","Cast","Hungering Pyre 7.51 sec","Echo of Jawae 2",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Tÿÿ",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Atomicbob",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Marcbark",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"02:42.617","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"02:42.618","Cast","Invoke 5.00 sec","Nek'zali the Soulcoiler",""
"02:59.695","Cast","Gravebound Advance","Restless Amani 13",""
"02:59.696","Cast","Gravebound Advance","Restless Amani 14",""
"03:00.977","Cast","Gravebound Advance","Restless Amani 15",""
"03:00.977","Cast","Gravebound Advance","Restless Amani 16",""
"03:02.286","Cast","Gravebound Advance","Restless Amani 17",""
"03:02.286","Cast","Gravebound Advance","Restless Amani 18",""
"03:15.600","Cast","Possession Barrage 6.00 sec","Nek'zali the Soulcoiler →  Zethria",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Mancowhorse",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Parsehunter",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Tÿÿ",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Millizh",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Scalier",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Fanestadt",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Atomicbob",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Wackywavytud",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Slizzed",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler →  Zethria",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Concarne",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Hardnoxlife",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Toucans",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Phishîn",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Syrathos",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mkenzie",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Ruwufl",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Brandodragon",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Zuggyp",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Mwc",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Sunblaez",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Shumpa",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Kuadrac",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Immørtlzed",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Marcbark",""
"03:30.616","Cast","Ritual Burn","Nek'zali the Soulcoiler → Darmstadt",""
"03:30.617","Cast","Invoke 5.00 sec","Nek'zali the Soulcoiler",""
"03:39.799","Cast","Gravebound Advance","Restless Amani 19",""
"03:39.800","Cast","Gravebound Advance","Restless Amani 20",""
"03:41.051","Cast","Gravebound Advance","Restless Amani 21",""
"03:41.051","Cast","Gravebound Advance","Restless Amani 22",""
"03:42.299","Cast","Gravebound Advance","Restless Amani 23",""
"03:42.299","Cast","Gravebound Advance","Restless Amani 24",""
"03:43.591","Cast","Possession Barrage 6.01 sec","Nek'zali the Soulcoiler →  Mancowhorse",""
