"Time","Type","Ability","Source → Target",""
"00:50.410","Cast","Evil Eyes","Creepy Statue 5",""
"00:50.410","Cast","Evil Eyes","Creepy Statue 6",""
"00:50.410","Cast","Evil Eyes","Creepy Statue 7",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 1",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 2",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 3",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 4",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 5",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 6",""
"00:51.033","Cast","Evil Eyes","Creepy Statue 7",""
"00:51.646","Cast","Evil Eyes","Creepy Statue 1",""
"00:51.646","Cast","Evil Eyes","Creepy Statue 2",""
"00:51.647","Cast","Evil Eyes","Creepy Statue 3",""
"00:51.657","Cast","Evil Eyes","Creepy Statue 4",""
"00:51.657","Cast","Evil Eyes","Creepy Statue 5",""
"00:51.657","Cast","Evil Eyes","Creepy Statue 6",""
"00:51.657","Cast","Evil Eyes","Creepy Statue 7",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 1",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 2",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 3",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 4",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 5",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 6",""
"00:52.276","Cast","Evil Eyes","Creepy Statue 7",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 1",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 2",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 3",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 4",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 5",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 6",""
"00:52.900","Cast","Evil Eyes","Creepy Statue 7",""
"00:52.979","Cast","Shell Spin 4.01 sec","First Mate Nama → Outclass",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 1",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 2",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 3",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 4",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 5",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 6",""
"00:53.523","Cast","Evil Eyes","Creepy Statue 7",""
"00:53.780","Cast","Mor'zahi's Command","Mor'zahi",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk","Trader Gebbo",""
"00:53.986","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 1",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 2",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 3",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 4",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 5",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 6",""
"00:54.157","Cast","Evil Eyes","Creepy Statue 7",""
"00:54.775","Cast","Evil Eyes","Creepy Statue 1",""
"00:54.775","Cast","Evil Eyes","Creepy Statue 2",""
"00:54.775","Cast","Evil Eyes","Creepy Statue 3",""
"00:54.775","Cast","Evil Eyes","Creepy Statue 4",""
"00:54.775","Cast","Evil Eyes","Creepy Statue 5",""
"00:54.776","Cast","Evil Eyes","Creepy Statue 6",""
"00:54.776","Cast","Evil Eyes","Creepy Statue 7",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk","Trader Gebbo",""
"00:57.980","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"01:07.229","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"01:09.238","Cast","Mighty Thud 9.99 sec","First Mate Nama",""
"01:09.310","Cast","Mighty Thud","First Mate Nama",""
"01:09.310","Cast","Mighty Thud","First Mate Nama",""
"01:09.908","Cast","Mighty Thud","First Mate Nama → Hursti",""
"01:11.250","Cast","Mighty Thud","First Mate Nama",""
"01:11.250","Cast","Mighty Thud","First Mate Nama",""
"01:11.855","Cast","Mighty Thud","First Mate Nama → Zweicent",""
"01:12.425","Cast","Relic Rupture","Useless Junk 25",""
"01:12.425","Cast","Relic Rupture","Useless Junk 31",""
"01:13.237","Cast","Mighty Thud","First Mate Nama",""
"01:13.237","Cast","Mighty Thud","First Mate Nama",""
"01:13.837","Cast","Mighty Thud","First Mate Nama → Naniamage",""
"01:17.246","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk","Trader Gebbo",""
"01:19.258","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk","Trader Gebbo",""
"01:23.255","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"01:26.236","Cast","Shredding Shards","Scrollsage Iku",""
"01:26.737","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:27.245","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:27.741","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:28.260","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:28.741","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:29.255","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:29.759","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"01:39.257","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"01:41.229","Cast","Mighty Thud 10.00 sec","First Mate Nama",""
"01:41.241","Cast","Mighty Thud","First Mate Nama",""
"01:41.241","Cast","Mighty Thud","First Mate Nama",""
"01:41.797","Cast","Mighty Thud","First Mate Nama → Karatoxx",""
"01:43.248","Cast","Mighty Thud","First Mate Nama",""
"01:43.248","Cast","Mighty Thud","First Mate Nama",""
"01:43.799","Cast","Mighty Thud","First Mate Nama → Nynam",""
"01:45.240","Cast","Mighty Thud","First Mate Nama",""
"01:45.240","Cast","Mighty Thud","First Mate Nama",""
"01:45.779","Cast","Mighty Thud","First Mate Nama → Teori",""
"01:49.220","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.235","Cast","Throw Junk","Trader Gebbo",""
"01:50.236","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"01:53.800","Cast","Dark Whispers","First Mate Nama",""
"01:53.826","Cast","Final Ascension","Mor'zahi",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.233","Cast","Throw Junk","Trader Gebbo",""
"01:54.234","Cast","Throw Junk","Trader Gebbo",""
"01:54.234","Cast","Throw Junk","Trader Gebbo",""
"01:54.234","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"01:56.235","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"02:06.258","Cast","Blink Nova","Scrollsage Iku",""
"02:13.276","Cast","Blink Nova 7.02 sec","Scrollsage Iku → Porchini",""
"02:18.285","Cast","Shell Spin 4.02 sec","First Mate Nama → Neiyru",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk","Trader Gebbo",""
"02:19.282","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"02:23.287","Cast","Throw Junk","Trader Gebbo",""
"02:23.287","Cast","Throw Junk","Trader Gebbo",""
"02:23.287","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk","Trader Gebbo",""
"02:23.288","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"02:26.263","Cast","Shredding Shards","Scrollsage Iku",""
"02:26.781","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk","Trader Gebbo",""
"02:27.261","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"02:27.272","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:27.772","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:28.271","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:28.779","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:29.279","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:29.768","Cast","Shredding Shards","Scrollsage Iku → Anathdra",""
"02:32.242","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"02:34.304","Cast","Shell Spin 4.01 sec","First Mate Nama → Outclass",""
"02:37.277","Cast","Blink Nova","Scrollsage Iku",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 1",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 2",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 3",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 4",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 5",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 6",""
"02:37.573","Cast","Evil Eyes","Creepy Statue 7",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 1",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 2",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 3",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 4",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 5",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 6",""
"02:38.196","Cast","Evil Eyes","Creepy Statue 7",""
"02:38.839","Cast","Evil Eyes","Creepy Statue 1",""
"02:38.839","Cast","Evil Eyes","Creepy Statue 2",""
"02:38.839","Cast","Evil Eyes","Creepy Statue 3",""
"02:38.839","Cast","Evil Eyes","Creepy Statue 4",""
"02:38.840","Cast","Evil Eyes","Creepy Statue 5",""
"02:38.840","Cast","Evil Eyes","Creepy Statue 6",""
"02:38.840","Cast","Evil Eyes","Creepy Statue 7",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 1",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 2",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 3",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 4",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 5",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 6",""
"02:39.436","Cast","Evil Eyes","Creepy Statue 7",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 1",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 2",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 3",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 4",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 5",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 6",""
"02:40.072","Cast","Evil Eyes","Creepy Statue 7",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 1",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 2",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 3",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 4",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 5",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 6",""
"02:40.699","Cast","Evil Eyes","Creepy Statue 7",""
"02:41.316","Cast","Evil Eyes","Creepy Statue 1",""
"02:41.316","Cast","Evil Eyes","Creepy Statue 2",""
"02:41.316","Cast","Evil Eyes","Creepy Statue 3",""
"02:41.317","Cast","Evil Eyes","Creepy Statue 4",""
"02:41.317","Cast","Evil Eyes","Creepy Statue 5",""
"02:41.317","Cast","Evil Eyes","Creepy Statue 6",""
"02:41.317","Cast","Evil Eyes","Creepy Statue 7",""
"02:41.331","Cast","Mor'zahi's Command","Mor'zahi",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 1",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 2",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 3",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 4",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 5",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 6",""
"02:41.946","Cast","Evil Eyes","Creepy Statue 7",""
"02:45.776","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk","Trader Gebbo",""
"02:53.810","Cast","Throw Junk 3.01 sec","Trader Gebbo",""
"02:56.859","Cast","Frostfire Volley 5.00 sec","Scrollsage Iku",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.769","Cast","Throw Junk","Trader Gebbo",""
"02:57.770","Cast","Throw Junk","Trader Gebbo",""
"02:57.770","Cast","Throw Junk","Trader Gebbo",""
"02:57.770","Cast","Throw Junk 3.00 sec","Trader Gebbo",""
"02:58.771","Begin Cast","Icebound Flames Canceled","Scrollsage Iku",""
"03:03.798","Cast","Shell Spin 4.01 sec","First Mate Nama → Mobo",""
"03:04.799","Cast","Blink Nova","Scrollsage Iku",""
"03:11.806","Cast","Blink Nova 7.01 sec","Scrollsage Iku → Charlie",""
"03:13.790","Cast","Shredding Shards","Scrollsage Iku",""
"03:14.307","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:14.793","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:15.308","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:15.803","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:16.203","Cast","Relic Rupture","Useless Junk 108",""
"03:16.203","Cast","Relic Rupture","Useless Junk 110",""
"03:16.300","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:16.794","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:17.300","Cast","Shredding Shards","Scrollsage Iku → Onlyschnack",""
"03:18.843","Begin Cast","Frostfire Volley Canceled","Scrollsage Iku",""
