"Time","Type","Ability","Source → Target",""
"01:10.620","Cast","Alluring Bubble","Bubblefin Shorerunner 29",""
"01:10.620","Cast","Alluring Bubble","Bubblefin Shorerunner 30",""
"01:10.620","Cast","Alluring Bubble","Bubblefin Shorerunner 31",""
"01:10.621","Cast","Alluring Bubble","Bubblefin Shorerunner 32",""
"01:10.621","Cast","Alluring Bubble","Bubblefin Shorerunner 33",""
"01:10.621","Cast","Alluring Bubble","Bubblefin Shorerunner 34",""
"01:11.451","Cast","Alluring Bubble","Bubblefin Frostscale 3",""
"01:11.451","Cast","Alluring Bubble","Bubblefin Frostscale 4",""
"01:14.010","Cast","Water Jet 3.01 sec","Nymrissa Wavecaller",""
"01:22.097","Cast","Chilling Frost 1.99 sec","Nymrissa Wavecaller",""
"01:26.991","Cast","Abyssal Rain 2.01 sec","Nymrissa Wavecaller",""
"01:30.809","Cast","Anti-Magic Zone","Environment → Bouste",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Bearzi",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Boogzer",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Lithiye",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Vercìn",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Cricrilock",""
"01:30.848","Cast","Anti-Magic Zone","Environment → Arassk",""
"01:32.353","Cast","Anti-Magic Zone","Environment → Mocta",""
"01:32.444","Cast","Anti-Magic Zone","Environment → Eprou",""
"01:33.133","Cast","Anti-Magic Zone","Environment → Æcesham",""
"01:35.488","Cast","Anti-Magic Zone","Environment → Bouste",""
"01:36.055","Cast","Water Jet 3.03 sec","Nymrissa Wavecaller",""
"01:36.416","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"01:36.416","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"01:36.510","Cast","Lingering Frost","Nymrissa Wavecaller → Bearzi",""
"01:36.510","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"01:36.683","Cast","Lingering Frost","Nymrissa Wavecaller → Vercìn",""
"01:36.839","Cast","Lingering Frost","Nymrissa Wavecaller → Vercìn",""
"01:36.870","Cast","Anti-Magic Zone","Environment → Vihala",""
"01:36.896","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"01:36.896","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:37.101","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"01:37.586","Cast","Anti-Magic Zone","Environment → Bearzi",""
"01:37.831","Cast","Lingering Frost","Nymrissa Wavecaller → Vercìn",""
"01:37.971","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"01:38.163","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"01:39.298","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"01:39.976","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:40.565","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:41.569","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:42.257","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:42.853","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:43.140","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"01:43.535","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"01:44.679","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"01:45.206","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"01:45.671","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"01:46.186","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"01:46.400","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"01:46.400","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"01:46.834","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"01:46.922","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"01:51.011","Cast","Swirling Whirlpools 4.03 sec","Nymrissa Wavecaller",""
"02:00.016","Cast","Pop!","Environment",""
"02:00.616","Cast","Pulsing Tides","Bubblefin Berserker",""
"02:08.009","Cast","Alluring Bubble","Nymrissa Wavecaller",""
"02:13.017","Cast","Alluring Bubble 5.01 sec","Nymrissa Wavecaller",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 41",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 42",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 43",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 44",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 45",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 46",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 47",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 48",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 49",""
"02:16.301","Cast","Alluring Bubble","Bubblefin Shorerunner 50",""
"02:16.302","Cast","Alluring Bubble","Bubblefin Shorerunner 51",""
"02:17.121","Cast","Alluring Bubble","Bubblefin Shorerunner 35",""
"02:17.121","Cast","Alluring Bubble","Bubblefin Shorerunner 36",""
"02:17.121","Cast","Alluring Bubble","Bubblefin Shorerunner 37",""
"02:17.121","Cast","Alluring Bubble","Bubblefin Shorerunner 38",""
"02:17.121","Cast","Alluring Bubble","Bubblefin Frostscale 5",""
"02:17.123","Cast","Alluring Bubble","Bubblefin Shorerunner 39",""
"02:17.518","Cast","Alluring Bubble","Bubblefin Shorerunner 40",""
"02:17.540","Cast","Alluring Bubble","Bubblefin Frostscale 6",""
"02:20.055","Cast","Water Jet 3.03 sec","Nymrissa Wavecaller",""
"02:28.062","Cast","Chilling Frost 1.98 sec","Nymrissa Wavecaller",""
"02:33.024","Cast","Abyssal Rain 1.99 sec","Nymrissa Wavecaller",""
"02:33.326","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"02:34.282","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"02:34.835","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"02:35.273","Cast","Lingering Frost","Nymrissa Wavecaller → Bearzi",""
"02:35.854","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"02:36.202","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"02:36.847","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"02:38.510","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"02:39.045","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"02:42.037","Cast","Water Jet 2.99 sec","Nymrissa Wavecaller",""
"02:44.465","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"02:45.365","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"02:45.972","Cast","Lingering Frost","Nymrissa Wavecaller → Punklock",""
"02:47.258","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"02:47.258","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"02:47.818","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"02:48.244","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"02:48.847","Cast","Lingering Frost","Nymrissa Wavecaller → Punklock",""
"02:52.480","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"02:53.637","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"02:55.755","Cast","Lingering Frost","Nymrissa Wavecaller → Suitaug",""
"02:55.847","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"03:00.091","Cast","Alluring Bubble","Bubblefin Shorerunner 52",""
"03:00.092","Cast","Alluring Bubble","Bubblefin Shorerunner 53",""
"03:00.092","Cast","Alluring Bubble","Bubblefin Shorerunner 54",""
"03:00.092","Cast","Alluring Bubble","Bubblefin Shorerunner 55",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 56",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 57",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 58",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 59",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 60",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 61",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 62",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 63",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 64",""
"03:00.481","Cast","Alluring Bubble","Bubblefin Shorerunner 65",""
"03:00.514","Cast","Alluring Bubble","Bubblefin Shorerunner 66",""
"03:00.514","Cast","Alluring Bubble","Bubblefin Shorerunner 67",""
"03:00.514","Cast","Alluring Bubble","Bubblefin Shorerunner 68",""
"03:01.297","Cast","Alluring Bubble","Bubblefin Frostscale 7",""
"03:01.297","Cast","Alluring Bubble","Bubblefin Frostscale 8",""
"03:03.999","Cast","Water Jet 3.00 sec","Nymrissa Wavecaller",""
"03:12.054","Cast","Chilling Frost 2.01 sec","Nymrissa Wavecaller",""
"03:17.015","Cast","Abyssal Rain 1.99 sec","Nymrissa Wavecaller",""
"03:25.994","Cast","Water Jet 2.99 sec","Nymrissa Wavecaller",""
"03:28.438","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"03:29.027","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"03:41.008","Cast","Swirling Whirlpools 3.99 sec","Nymrissa Wavecaller",""
"03:42.312","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"03:42.479","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"03:42.650","Cast","Lingering Frost","Nymrissa Wavecaller → Linn",""
"03:43.049","Cast","Lingering Frost","Nymrissa Wavecaller → Vihala",""
"03:43.165","Cast","Lingering Frost","Nymrissa Wavecaller → Nymssclap",""
"03:43.311","Cast","Lingering Frost","Nymrissa Wavecaller → Cricrilock",""
"03:44.259","Cast","Lingering Frost","Nymrissa Wavecaller → Punklock",""
"03:44.418","Cast","Lingering Frost","Nymrissa Wavecaller → Eprou",""
"03:44.522","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"03:44.522","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"03:44.622","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"03:44.622","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"03:44.653","Cast","Lingering Frost","Nymrissa Wavecaller → Bearzi",""
"03:44.721","Cast","Lingering Frost","Nymrissa Wavecaller → Vercìn",""
"03:44.762","Cast","Lingering Frost","Nymrissa Wavecaller → Lenfa",""
"03:44.980","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"03:45.005","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"03:45.100","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"03:45.622","Cast","Lingering Frost","Nymrissa Wavecaller → Hyladris",""
"03:45.622","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"03:45.832","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"03:47.176","Cast","Lingering Frost","Nymrissa Wavecaller → Kizuneh",""
"03:47.389","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"03:47.708","Cast","Lingering Frost","Nymrissa Wavecaller → Kizuneh",""
"03:49.430","Cast","Lingering Frost","Nymrissa Wavecaller → Kizuneh",""
"03:49.624","Cast","Lingering Frost","Nymrissa Wavecaller → Vihala",""
"03:50.020","Cast","Pop!","Environment",""
"03:51.858","Cast","Lingering Frost","Nymrissa Wavecaller → Lenfa",""
"03:58.006","Cast","Alluring Bubble","Nymrissa Wavecaller",""
"04:03.013","Cast","Alluring Bubble 5.01 sec","Nymrissa Wavecaller",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 69",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 70",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 71",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 72",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 73",""
"04:06.179","Cast","Alluring Bubble","Bubblefin Shorerunner 74",""
"04:06.220","Cast","Lingering Frost","Nymrissa Wavecaller → Hyladris",""
"04:06.598","Cast","Alluring Bubble","Bubblefin Shorerunner 75",""
"04:06.598","Cast","Alluring Bubble","Bubblefin Shorerunner 76",""
"04:06.598","Cast","Alluring Bubble","Bubblefin Shorerunner 77",""
"04:06.598","Cast","Alluring Bubble","Bubblefin Shorerunner 78",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 79",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 80",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 81",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 82",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 83",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 84",""
"04:06.599","Cast","Alluring Bubble","Bubblefin Shorerunner 85",""
"04:07.387","Cast","Alluring Bubble","Bubblefin Frostscale 9",""
"04:07.782","Cast","Alluring Bubble","Bubblefin Frostscale 10",""
"04:10.047","Cast","Water Jet 3.05 sec","Nymrissa Wavecaller",""
"04:13.096","Cast","Lingering Frost","Nymrissa Wavecaller → Punklock",""
"04:15.754","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:18.061","Cast","Chilling Frost 2.00 sec","Nymrissa Wavecaller",""
"04:22.925","Cast","Anti-Magic Zone","Environment → Bouste",""
"04:22.953","Cast","Anti-Magic Zone","Environment → Mocta",""
"04:22.978","Cast","Anti-Magic Zone","Environment → Lithiye",""
"04:22.978","Cast","Anti-Magic Zone","Environment → Vercìn",""
"04:22.978","Cast","Anti-Magic Zone","Environment → Linn",""
"04:22.978","Cast","Anti-Magic Zone","Environment → Æcesham",""
"04:23.058","Cast","Abyssal Rain 2.03 sec","Nymrissa Wavecaller",""
"04:23.319","Cast","Anti-Magic Zone","Environment → Eprou",""
"04:24.669","Cast","Anti-Magic Zone","Environment → Vercìn",""
"04:25.187","Cast","Anti-Magic Zone","Environment → Vercìn",""
"04:25.867","Cast","Anti-Magic Zone","Environment → Boogzer",""
"04:26.162","Cast","Anti-Magic Zone","Environment → Vercìn",""
"04:28.042","Cast","Anti-Magic Zone","Environment → Lithiye",""
"04:29.319","Cast","Anti-Magic Zone","Environment → Braiz",""
"04:30.212","Cast","Anti-Magic Zone","Environment → Arassk",""
"04:30.309","Cast","Anti-Magic Zone","Environment → Cricrilock",""
"04:30.655","Cast","Anti-Magic Zone","Environment → Bearzi",""
"04:32.026","Cast","Water Jet 3.02 sec","Nymrissa Wavecaller",""
"04:32.027","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"04:32.301","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"04:32.397","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"04:32.595","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"04:33.835","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"04:36.604","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"04:36.829","Cast","Lingering Frost","Nymrissa Wavecaller → Linn",""
"04:37.982","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"04:38.236","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:38.663","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:41.902","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"04:43.551","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:44.043","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:44.787","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"04:49.288","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"04:50.560","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"04:51.200","Cast","Alluring Bubble","Bubblefin Shorerunner 86",""
"04:51.200","Cast","Alluring Bubble","Bubblefin Shorerunner 87",""
"04:51.201","Cast","Alluring Bubble","Bubblefin Shorerunner 88",""
"04:51.201","Cast","Alluring Bubble","Bubblefin Shorerunner 89",""
"04:51.201","Cast","Alluring Bubble","Bubblefin Frostscale 11",""
"04:51.201","Cast","Alluring Bubble","Bubblefin Shorerunner 90",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 91",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 92",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 93",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 94",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Frostscale 12",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 95",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 96",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 97",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 98",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 99",""
"04:51.202","Cast","Alluring Bubble","Bubblefin Shorerunner 100",""
"04:51.203","Cast","Alluring Bubble","Bubblefin Shorerunner 101",""
"04:51.203","Cast","Alluring Bubble","Bubblefin Shorerunner 102",""
"04:54.039","Cast","Water Jet 3.00 sec","Nymrissa Wavecaller",""
"05:02.102","Cast","Chilling Frost 2.03 sec","Nymrissa Wavecaller",""
"05:07.049","Cast","Abyssal Rain 2.02 sec","Nymrissa Wavecaller",""
"05:11.690","Cast","Lingering Frost","Nymrissa Wavecaller → Suitaug",""
"05:16.036","Cast","Water Jet 3.03 sec","Nymrissa Wavecaller",""
"05:16.922","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"05:17.562","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"05:17.855","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"05:23.000","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"05:23.209","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"05:23.557","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"05:31.036","Cast","Swirling Whirlpools 4.02 sec","Nymrissa Wavecaller",""
"05:33.059","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"05:33.795","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"05:34.275","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"05:40.030","Cast","Pop!","Environment",""
"05:48.055","Cast","Alluring Bubble","Nymrissa Wavecaller",""
"05:53.068","Cast","Alluring Bubble 5.01 sec","Nymrissa Wavecaller",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 103",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 104",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 105",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 106",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 107",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 108",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 109",""
"05:57.195","Cast","Alluring Bubble","Bubblefin Shorerunner 110",""
"05:57.196","Cast","Alluring Bubble","Bubblefin Shorerunner 111",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 112",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 113",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 114",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Frostscale 13",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 115",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 116",""
"05:57.198","Cast","Alluring Bubble","Bubblefin Shorerunner 117",""
"05:57.199","Cast","Alluring Bubble","Bubblefin Shorerunner 118",""
"05:57.199","Cast","Alluring Bubble","Bubblefin Shorerunner 119",""
"05:57.199","Cast","Alluring Bubble","Bubblefin Frostscale 14",""
"06:00.051","Cast","Water Jet 3.02 sec","Nymrissa Wavecaller",""
"06:08.102","Cast","Chilling Frost 2.01 sec","Nymrissa Wavecaller",""
"06:13.047","Cast","Abyssal Rain 2.02 sec","Nymrissa Wavecaller",""
"06:13.433","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:13.976","Cast","Lingering Frost","Nymrissa Wavecaller → Boogzer",""
"06:14.199","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:14.246","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"06:14.742","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:15.360","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:15.473","Cast","Lingering Frost","Nymrissa Wavecaller → Arassk",""
"06:15.473","Cast","Lingering Frost","Nymrissa Wavecaller → Eprou",""
"06:15.872","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"06:16.139","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:16.140","Cast","Lingering Frost","Nymrissa Wavecaller → Lithiye",""
"06:16.212","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"06:16.296","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"06:16.613","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"06:16.613","Cast","Lingering Frost","Nymrissa Wavecaller → Eprou",""
"06:16.664","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:17.140","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"06:17.252","Cast","Lingering Frost","Nymrissa Wavecaller →  Lamaile",""
"06:17.912","Cast","Lingering Frost","Nymrissa Wavecaller → Vercìn",""
"06:18.248","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"06:18.296","Cast","Lingering Frost","Nymrissa Wavecaller → Bearzi",""
"06:18.943","Cast","Anti-Magic Zone","Environment → Arassk",""
"06:18.943","Cast","Anti-Magic Zone","Environment → Vercìn",""
"06:18.943","Cast","Anti-Magic Zone","Environment → Lithiye",""
"06:18.983","Cast","Lingering Frost","Nymrissa Wavecaller → Mocta",""
"06:19.108","Cast","Anti-Magic Zone","Environment → Bearzi",""
"06:20.012","Cast","Anti-Magic Zone","Environment → Mocta",""
"06:21.145","Cast","Anti-Magic Zone","Environment → Braiz",""
"06:21.885","Cast","Anti-Magic Zone","Environment → Bouste",""
"06:21.946","Cast","Anti-Magic Zone","Environment → Konadk",""
"06:21.985","Cast","Anti-Magic Zone","Environment → Arassk",""
"06:22.077","Cast","Water Jet 3.01 sec","Nymrissa Wavecaller",""
"06:22.415","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"06:23.243","Cast","Lingering Frost","Nymrissa Wavecaller → Bouste",""
"06:24.850","Cast","Lingering Frost","Nymrissa Wavecaller → Æcesham",""
"06:26.251","Cast","Lingering Frost","Nymrissa Wavecaller → Braiz",""
"06:27.564","Cast","Lingering Frost","Nymrissa Wavecaller → Kizuneh",""
"06:27.635","Cast","Lingering Frost","Nymrissa Wavecaller → Kizuneh",""
"06:29.013","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
"06:30.679","Cast","Lingering Frost","Nymrissa Wavecaller → Konadk",""
"06:30.831","Cast","Lingering Frost","Nymrissa Wavecaller →  Eludrake",""
