"Time","Type","Ability","Source → Target",""
"00:45.783","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"00:46.622","Cast","Lingering Frost","Nymrissa Wavecaller → 秋杀",""
"00:46.872","Cast","Lingering Frost","Nymrissa Wavecaller → 阿俊上将",""
"00:47.130","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"00:47.204","Cast","Lingering Frost","Nymrissa Wavecaller → Cshenc",""
"00:47.393","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"00:48.197","Cast","Lingering Frost","Nymrissa Wavecaller → 老军医八主任",""
"00:48.956","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"00:51.036","Cast","Iceblade Flurry 2.02 sec","Nymrissa Wavecaller → Maodkc",""
"00:51.534","Cast","Lingering Frost","Nymrissa Wavecaller → 九歌萨满",""
"00:51.603","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"00:53.597","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"00:54.483","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"01:10.245","Cast","Lingering Frost","Nymrissa Wavecaller → 霓裳灬",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 16",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 17",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 18",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 19",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 20",""
"01:11.113","Cast","Alluring Bubble","Bubblefin Shorerunner 21",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 22",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 23",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 25",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 28",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 29",""
"01:11.114","Cast","Alluring Bubble","Bubblefin Shorerunner 30",""
"01:13.037","Cast","Iceblade Flurry 2.02 sec","Nymrissa Wavecaller → 秋杀",""
"01:21.012","Cast","Chilling Frost 1.98 sec","Nymrissa Wavecaller",""
"01:27.019","Cast","Abyssal Rain 2.00 sec","Nymrissa Wavecaller",""
"01:27.074","Cast","Lingering Frost","Nymrissa Wavecaller → 黑虎掏",""
"01:27.586","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"01:28.186","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"01:28.910","Cast","Lingering Frost","Nymrissa Wavecaller → 霓裳灬",""
"01:31.045","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"01:31.587","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"01:31.734","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"01:32.775","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"01:35.017","Cast","Iceblade Flurry 2.00 sec","Nymrissa Wavecaller → Maodkc",""
"01:51.002","Cast","Swirling Whirlpools 4.00 sec","Nymrissa Wavecaller",""
"01:52.267","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"01:53.784","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"01:54.585","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"01:55.625","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"01:55.632","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"01:56.179","Cast","Lingering Frost","Nymrissa Wavecaller → 最长的河",""
"01:56.562","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"01:56.784","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"01:56.990","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"01:57.425","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"01:57.608","Cast","Lingering Frost","Nymrissa Wavecaller → 永恒玉兰",""
"01:57.838","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"01:58.020","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"01:58.545","Cast","Lingering Frost","Nymrissa Wavecaller → 强十八",""
"02:00.020","Cast","Pop!","Environment",""
"02:00.428","Cast","Lingering Frost","Nymrissa Wavecaller → 最长的河",""
"02:00.527","Cast","Lingering Frost","Nymrissa Wavecaller → 九歌萨满",""
"02:00.624","Cast","Lingering Frost","Nymrissa Wavecaller → Syaxiba",""
"02:00.833","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"02:00.930","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"02:05.911","Cast","Lingering Frost","Nymrissa Wavecaller → 一驱",""
"02:08.048","Cast","Alluring Bubble","Nymrissa Wavecaller",""
"02:13.064","Cast","Alluring Bubble 5.02 sec","Nymrissa Wavecaller",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 31",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 32",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 33",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 34",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 35",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 36",""
"02:17.104","Cast","Alluring Bubble","Bubblefin Shorerunner 37",""
"02:17.105","Cast","Alluring Bubble","Bubblefin Shorerunner 38",""
"02:17.105","Cast","Alluring Bubble","Bubblefin Shorerunner 39",""
"02:17.105","Cast","Alluring Bubble","Bubblefin Shorerunner 40",""
"02:17.105","Cast","Alluring Bubble","Bubblefin Shorerunner 41",""
"02:17.105","Cast","Alluring Bubble","Bubblefin Shorerunner 42",""
"02:17.106","Cast","Alluring Bubble","Bubblefin Shorerunner 43",""
"02:17.106","Cast","Alluring Bubble","Bubblefin Shorerunner 44",""
"02:17.106","Cast","Alluring Bubble","Bubblefin Shorerunner 45",""
"02:19.057","Cast","Iceblade Flurry 2.01 sec","Nymrissa Wavecaller → 秋杀",""
"02:27.034","Cast","Chilling Frost 2.00 sec","Nymrissa Wavecaller",""
"02:33.056","Cast","Abyssal Rain 2.00 sec","Nymrissa Wavecaller",""
"02:33.330","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:34.411","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"02:34.565","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:34.566","Cast","Lingering Frost","Nymrissa Wavecaller → 老军医八主任",""
"02:34.675","Cast","Lingering Frost","Nymrissa Wavecaller → 阿俊上将",""
"02:34.800","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"02:34.800","Cast","Lingering Frost","Nymrissa Wavecaller → Cshenc",""
"02:35.035","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"02:35.330","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"02:36.439","Cast","Lingering Frost","Nymrissa Wavecaller → 强十八",""
"02:36.491","Cast","Lingering Frost","Nymrissa Wavecaller → Syaxiba",""
"02:36.671","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:37.657","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"02:37.784","Cast","Lingering Frost","Nymrissa Wavecaller → Syaxiba",""
"02:37.927","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:38.467","Cast","Lingering Frost","Nymrissa Wavecaller → Syaxiba",""
"02:38.525","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:38.757","Cast","Lingering Frost","Nymrissa Wavecaller → 强十八",""
"02:41.085","Cast","Iceblade Flurry 2.03 sec","Nymrissa Wavecaller → Maodkc",""
"02:41.114","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"02:41.495","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:42.079","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"02:44.785","Cast","Lingering Frost","Nymrissa Wavecaller → Maodkc",""
"02:44.866","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"02:45.194","Cast","Lingering Frost","Nymrissa Wavecaller → 秋杀",""
"02:45.330","Cast","Lingering Frost","Nymrissa Wavecaller → Maodkc",""
"02:45.970","Cast","Lingering Frost","Nymrissa Wavecaller → 强十八",""
"02:46.065","Cast","Lingering Frost","Nymrissa Wavecaller → Maodkc",""
"02:46.169","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"02:46.699","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:46.699","Cast","Lingering Frost","Nymrissa Wavecaller → 强十八",""
"02:47.266","Cast","Lingering Frost","Nymrissa Wavecaller → 老军医八主任",""
"02:47.505","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"02:48.079","Cast","Lingering Frost","Nymrissa Wavecaller → Maodkc",""
"02:48.904","Cast","Lingering Frost","Nymrissa Wavecaller → 京极皋月",""
"02:49.171","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"02:51.211","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"02:52.946","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"02:53.179","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"02:53.990","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"02:54.356","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"02:57.719","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 53",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 54",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 55",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 56",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 57",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 58",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 59",""
"03:00.417","Cast","Alluring Bubble","Bubblefin Shorerunner 60",""
"03:01.231","Cast","Alluring Bubble","Bubblefin Shorerunner 46",""
"03:01.231","Cast","Alluring Bubble","Bubblefin Shorerunner 48",""
"03:01.231","Cast","Alluring Bubble","Bubblefin Shorerunner 49",""
"03:01.231","Cast","Alluring Bubble","Bubblefin Shorerunner 50",""
"03:03.024","Cast","Iceblade Flurry 1.99 sec","Nymrissa Wavecaller → 秋杀",""
"03:11.046","Cast","Chilling Frost 1.98 sec","Nymrissa Wavecaller",""
"03:17.066","Cast","Abyssal Rain 2.00 sec","Nymrissa Wavecaller",""
"03:17.119","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"03:17.320","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"03:17.984","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"03:18.604","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"03:19.447","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"03:20.159","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"03:20.289","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"03:25.068","Cast","Iceblade Flurry 2.01 sec","Nymrissa Wavecaller → Maodkc",""
"03:41.037","Cast","Swirling Whirlpools 4.00 sec","Nymrissa Wavecaller",""
"03:50.057","Cast","Pop!","Environment",""
"03:58.105","Cast","Alluring Bubble","Nymrissa Wavecaller",""
"04:03.086","Cast","Alluring Bubble 4.98 sec","Nymrissa Wavecaller",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 61",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 62",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 63",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 64",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 65",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 66",""
"04:06.099","Cast","Alluring Bubble","Bubblefin Shorerunner 67",""
"04:06.100","Cast","Alluring Bubble","Bubblefin Shorerunner 68",""
"04:06.100","Cast","Alluring Bubble","Bubblefin Shorerunner 69",""
"04:06.100","Cast","Alluring Bubble","Bubblefin Shorerunner 70",""
"04:06.502","Cast","Alluring Bubble","Bubblefin Shorerunner 71",""
"04:06.519","Cast","Alluring Bubble","Bubblefin Shorerunner 72",""
"04:06.519","Cast","Alluring Bubble","Bubblefin Shorerunner 73",""
"04:06.519","Cast","Alluring Bubble","Bubblefin Shorerunner 74",""
"04:06.519","Cast","Alluring Bubble","Bubblefin Shorerunner 75",""
"04:09.056","Cast","Iceblade Flurry 2.00 sec","Nymrissa Wavecaller → 秋杀",""
"04:17.053","Cast","Chilling Frost 1.99 sec","Nymrissa Wavecaller",""
"04:23.097","Cast","Abyssal Rain 2.02 sec","Nymrissa Wavecaller",""
"04:24.288","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"04:24.634","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"04:24.749","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"04:25.616","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"04:25.798","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"04:26.418","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"04:26.720","Cast","Lingering Frost","Nymrissa Wavecaller → Cshenc",""
"04:26.764","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"04:26.978","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"04:27.178","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"04:27.416","Cast","Lingering Frost","Nymrissa Wavecaller → 秋杀",""
"04:27.454","Cast","Lingering Frost","Nymrissa Wavecaller → Ssfs",""
"04:27.574","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"04:27.599","Cast","Lingering Frost","Nymrissa Wavecaller → Laopiol",""
"04:27.843","Cast","Lingering Frost","Nymrissa Wavecaller → 无糖溜溜冰",""
"04:27.929","Cast","Lingering Frost","Nymrissa Wavecaller → 枫捌拾叁",""
"04:28.502","Cast","Lingering Frost","Nymrissa Wavecaller → Bigdone",""
"04:28.612","Cast","Lingering Frost","Nymrissa Wavecaller → 阿俊上将",""
"04:28.710","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"04:31.080","Cast","Iceblade Flurry 2.01 sec","Nymrissa Wavecaller → Maodkc",""
"04:31.366","Cast","Lingering Frost","Nymrissa Wavecaller → Ssfs",""
"04:31.468","Cast","Lingering Frost","Nymrissa Wavecaller → 九歌萨满",""
"04:31.626","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"04:31.650","Cast","Lingering Frost","Nymrissa Wavecaller → 靖安栳胡",""
"04:34.160","Cast","Lingering Frost","Nymrissa Wavecaller → 老军医八主任",""
"04:42.248","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"04:50.269","Cast","Alluring Bubble","Bubblefin Shorerunner 82",""
"04:50.269","Cast","Alluring Bubble","Bubblefin Shorerunner 84",""
"04:50.269","Cast","Alluring Bubble","Bubblefin Shorerunner 87",""
"04:50.269","Cast","Alluring Bubble","Bubblefin Shorerunner 88",""
"04:50.270","Cast","Alluring Bubble","Bubblefin Shorerunner 90",""
"04:51.076","Cast","Alluring Bubble","Bubblefin Shorerunner 76",""
"04:51.076","Cast","Alluring Bubble","Bubblefin Shorerunner 77",""
"04:51.076","Cast","Alluring Bubble","Bubblefin Shorerunner 78",""
"04:51.076","Cast","Alluring Bubble","Bubblefin Shorerunner 79",""
"04:51.077","Cast","Alluring Bubble","Bubblefin Shorerunner 80",""
"04:53.066","Cast","Iceblade Flurry 1.99 sec","Nymrissa Wavecaller → 秋杀",""
"05:01.118","Cast","Chilling Frost 2.04 sec","Nymrissa Wavecaller",""
"05:07.069","Cast","Abyssal Rain 1.98 sec","Nymrissa Wavecaller",""
"05:07.556","Cast","Lingering Frost","Nymrissa Wavecaller → 秋杀",""
"05:07.671","Cast","Lingering Frost","Nymrissa Wavecaller → 阿俊上将",""
"05:08.155","Cast","Lingering Frost","Nymrissa Wavecaller → 老军医八主任",""
"05:08.318","Cast","Lingering Frost","Nymrissa Wavecaller → 赤血丨戌狗",""
"05:08.391","Cast","Lingering Frost","Nymrissa Wavecaller → 九歌萨满",""
"05:08.644","Cast","Lingering Frost","Nymrissa Wavecaller → Cshenc",""
"05:09.254","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"05:09.254","Cast","Lingering Frost","Nymrissa Wavecaller → 秋杀",""
"05:11.171","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"05:11.961","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"05:12.402","Cast","Lingering Frost","Nymrissa Wavecaller → 莽子四",""
"05:12.655","Cast","Lingering Frost","Nymrissa Wavecaller → Sks",""
"05:15.066","Cast","Iceblade Flurry 1.98 sec","Nymrissa Wavecaller → Maodkc",""
"05:15.512","Cast","Lingering Frost","Nymrissa Wavecaller → 靖安栳胡",""
"05:15.725","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"05:18.355","Cast","Lingering Frost","Nymrissa Wavecaller → 熠嘫",""
"05:22.881","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"05:23.796","Cast","Lingering Frost","Nymrissa Wavecaller → 寰宇吐息",""
"05:27.090","Begin Cast","Swirling Whirlpools Canceled","Nymrissa Wavecaller",""
