"Time","Type","Ability","Source → Target",""
"01:38.222","Cast","Anti-Magic Zone","Environment → Yunfat",""
"01:38.222","Cast","Anti-Magic Zone","Environment → Vic",""
"01:38.222","Cast","Anti-Magic Zone","Environment → Leihya",""
"01:38.258","Cast","Anti-Magic Zone","Environment → Calamitas",""
"01:38.258","Cast","Anti-Magic Zone","Environment → Zachstruk",""
"01:38.258","Cast","Anti-Magic Zone","Environment → Angreschk",""
"01:38.652","Cast","Anti-Magic Zone","Environment → Póts",""
"01:39.399","Cast","Anti-Magic Zone","Environment → Strawbarry",""
"01:39.611","Cast","Anti-Magic Zone","Environment → Râre",""
"01:39.659","Cast","Anti-Magic Zone","Environment → Kadinja",""
"01:39.834","Cast","Anti-Magic Zone","Environment → Mcnuggy",""
"01:39.966","Cast","Anti-Magic Zone","Environment → Rocketzzu",""
"01:40.019","Cast","Dig In","Sszorak",""
"01:40.146","Cast","Anti-Magic Zone","Environment → Yinaya",""
"01:41.746","Cast","Anti-Magic Zone","Environment → Junicoo",""
"01:41.984","Cast","Anti-Magic Zone","Environment → Kyrabu",""
"01:43.442","Cast","Anti-Magic Zone","Environment → Leihya",""
"01:44.131","Cast","Anti-Magic Zone","Environment → Kadinja",""
"01:44.293","Cast","Anti-Magic Zone","Environment → Angreschk",""
"01:44.331","Cast","Anti-Magic Zone","Environment → Kurozaa",""
"01:44.331","Cast","Anti-Magic Zone","Environment → Vic",""
"01:44.356","Cast","Anti-Magic Zone","Environment → Zachstruk",""
"01:44.356","Cast","Anti-Magic Zone","Environment → Râre",""
"01:44.409","Cast","Anti-Magic Zone","Environment → Yunfat",""
"01:44.475","Cast","Anti-Magic Zone","Environment → Póts",""
"01:44.475","Cast","Anti-Magic Zone","Environment → Yinaya",""
"01:44.563","Cast","Anti-Magic Zone","Environment → Lípstickdiva",""
"01:45.393","Cast","Anti-Magic Zone","Environment → Yunfat",""
"01:45.461","Cast","Anti-Magic Zone","Environment → Kurozaa",""
"01:45.566","Cast","Anti-Magic Zone","Environment → Lípstickdiva",""
"01:45.643","Cast","Anti-Magic Zone","Environment → Póts",""
"01:45.826","Cast","Anti-Magic Zone","Environment → Junicoo",""
"01:45.840","Cast","Anti-Magic Zone","Environment → Angreschk",""
"01:45.840","Cast","Anti-Magic Zone","Environment → Kadinja",""
"01:45.962","Cast","Anti-Magic Zone","Environment → Rocketzzu",""
"02:15.019","Cast","Ravage","Sszorak → Yunfat",""
"02:15.019","Cast","Ravage 3.00 sec","Sszorak",""
"02:19.028","Cast","Ravage","Sszorak → Kurozaa",""
"02:19.028","Cast","Ravage 3.01 sec","Sszorak",""
"02:23.038","Cast","Mutilate","Sszorak → Kurozaa",""
"02:23.038","Cast","Mutilate 3.01 sec","Sszorak",""
"02:27.529","Cast","Tempest 3.50 sec","Sszorak",""
"02:31.534","Cast","Mutilate","Sszorak → Yunfat",""
"02:31.534","Cast","Mutilate 3.02 sec","Sszorak",""
"02:36.026","Cast","Venomous Surge","Sszorak",""
"02:46.022","Cast","Raging Crosswinds","Environment",""
"02:46.772","Cast","Raging Crosswinds","Sszorak → Râre",""
"02:46.772","Cast","Raging Crosswinds","Sszorak → Póts",""
"02:46.903","Cast","Raging Crosswinds","Sszorak → Yinaya",""
"02:46.903","Cast","Raging Crosswinds","Sszorak → Crunkey",""
"02:46.987","Cast","Raging Crosswinds","Sszorak → Kyrabu",""
"02:46.987","Cast","Raging Crosswinds","Sszorak → Leihya",""
"02:47.080","Cast","Raging Crosswinds","Sszorak → Strawbarry",""
"02:47.080","Cast","Raging Crosswinds","Sszorak → Vic",""
"03:02.027","Cast","Mutilate","Sszorak → Yunfat",""
"03:02.027","Cast","Mutilate 3.01 sec","Sszorak",""
"03:06.010","Cast","Ravage","Sszorak → Yunfat",""
"03:06.011","Cast","Ravage 3.00 sec","Sszorak",""
"03:10.030","Cast","Ravage","Sszorak → Kurozaa",""
"03:10.030","Cast","Ravage 3.01 sec","Sszorak",""
"03:14.523","Cast","Tempest 3.51 sec","Sszorak",""
"03:18.544","Cast","Mutilate","Sszorak → Kurozaa",""
"03:18.544","Cast","Mutilate 3.02 sec","Sszorak",""
"03:23.473","Cast","Venomous Surge","Sszorak",""
"03:33.013","Cast","Raging Crosswinds","Environment",""
"03:33.762","Cast","Raging Crosswinds","Sszorak → Didder",""
"03:33.762","Cast","Raging Crosswinds","Sszorak → Kadinja",""
"03:33.864","Cast","Raging Crosswinds","Sszorak → Junicoo",""
"03:33.864","Cast","Raging Crosswinds","Sszorak → Angreschk",""
"03:33.976","Cast","Raging Crosswinds","Sszorak → Calamitas",""
"03:33.976","Cast","Raging Crosswinds","Sszorak → Zachstruk",""
"03:34.072","Cast","Raging Crosswinds","Sszorak → Yunfat",""
"03:34.072","Cast","Raging Crosswinds","Sszorak → Kurozaa",""
"03:47.074","Cast","Dig In","Sszorak",""
"03:52.034","Cast","Anti-Magic Zone","Environment → Kurozaa",""
"03:52.049","Cast","Anti-Magic Zone","Environment → Crunkey",""
"03:52.104","Cast","Anti-Magic Zone","Environment → Zachstruk",""
"03:52.277","Cast","Anti-Magic Zone","Environment → Angreschk",""
"03:52.390","Cast","Anti-Magic Zone","Environment → Lípstickdiva",""
"03:52.462","Cast","Anti-Magic Zone","Environment → Leihya",""
"03:52.596","Cast","Anti-Magic Zone","Environment → Junicoo",""
"03:52.811","Cast","Anti-Magic Zone","Environment → Vic",""
"03:52.901","Cast","Anti-Magic Zone","Environment → Râre",""
"03:52.997","Cast","Anti-Magic Zone","Environment → Calamitas",""
"03:52.997","Cast","Anti-Magic Zone","Environment → Kadinja",""
"03:53.281","Cast","Anti-Magic Zone","Environment → Strawbarry",""
"03:53.418","Cast","Anti-Magic Zone","Environment → Yunfat",""
"03:53.542","Cast","Anti-Magic Zone","Environment → Didder",""
"03:53.594","Cast","Anti-Magic Zone","Environment → Póts",""
"03:53.903","Cast","Anti-Magic Zone","Environment → Yinaya",""
"03:54.094","Cast","Anti-Magic Zone","Environment → Rocketzzu",""
"03:54.704","Cast","Anti-Magic Zone","Environment → Kadinja",""
"03:55.837","Cast","Anti-Magic Zone","Environment → Didder",""
"03:55.938","Cast","Anti-Magic Zone","Environment → Junicoo",""
"03:56.362","Cast","Anti-Magic Zone","Environment → Angreschk",""
"03:56.938","Cast","Anti-Magic Zone","Environment → Kyrabu",""
"03:57.382","Cast","Anti-Magic Zone","Environment → Kyrabu",""
"03:57.608","Cast","Anti-Magic Zone","Environment → Crunkey",""
"03:57.943","Cast","Anti-Magic Zone","Environment → Rocketzzu",""
"03:58.906","Cast","Anti-Magic Zone","Environment → Rocketzzu",""
"03:58.995","Cast","Anti-Magic Zone","Environment → Didder",""
"03:59.109","Cast","Anti-Magic Zone","Environment → Kyrabu",""
"03:59.109","Cast","Anti-Magic Zone","Environment → Calamitas",""
"03:59.109","Cast","Anti-Magic Zone","Environment → Leihya",""
"03:59.162","Cast","Anti-Magic Zone","Environment → Zachstruk",""
"03:59.162","Cast","Anti-Magic Zone","Environment → Angreschk",""
"03:59.266","Cast","Anti-Magic Zone","Environment → Yunfat",""
"03:59.289","Cast","Anti-Magic Zone","Environment → Junicoo",""
"03:59.289","Cast","Anti-Magic Zone","Environment → Yinaya",""
"03:59.289","Cast","Anti-Magic Zone","Environment → Kadinja",""
"03:59.315","Cast","Anti-Magic Zone","Environment → Vic",""
"03:59.390","Cast","Anti-Magic Zone","Environment → Strawbarry",""
"03:59.390","Cast","Anti-Magic Zone","Environment → Râre",""
"03:59.401","Cast","Anti-Magic Zone","Environment → Póts",""
"03:59.489","Cast","Anti-Magic Zone","Environment → Lípstickdiva",""
"03:59.975","Cast","Anti-Magic Zone","Environment → Leihya",""
"04:00.041","Cast","Anti-Magic Zone","Environment → Kurozaa",""
"04:22.098","Cast","Ravage","Sszorak → Yunfat",""
"04:22.098","Cast","Ravage 3.00 sec","Sszorak",""
"04:26.096","Cast","Ravage","Sszorak → Kurozaa",""
"04:26.097","Cast","Ravage 3.01 sec","Sszorak",""
"04:30.100","Cast","Mutilate","Sszorak → Kurozaa",""
"04:30.100","Cast","Mutilate 3.00 sec","Sszorak",""
"04:34.601","Cast","Tempest 3.52 sec","Sszorak",""
"04:38.583","Cast","Mutilate","Sszorak → Yunfat",""
"04:38.583","Cast","Mutilate 3.00 sec","Sszorak",""
"04:43.090","Cast","Venomous Surge","Sszorak",""
"04:53.072","Cast","Raging Crosswinds","Environment",""
"04:53.834","Cast","Raging Crosswinds","Sszorak → Didder",""
"04:53.835","Cast","Raging Crosswinds","Sszorak → Yinaya",""
"04:53.929","Cast","Raging Crosswinds","Sszorak → Angreschk",""
"04:53.929","Cast","Raging Crosswinds","Sszorak → Leihya",""
"04:54.039","Cast","Raging Crosswinds","Sszorak → Póts",""
"04:54.039","Cast","Raging Crosswinds","Sszorak → Kyrabu",""
"04:54.134","Cast","Raging Crosswinds","Sszorak → Strawbarry",""
"04:54.134","Cast","Raging Crosswinds","Sszorak → Calamitas",""
"05:09.075","Cast","Mutilate","Sszorak → Yunfat",""
"05:09.075","Cast","Mutilate 3.00 sec","Sszorak",""
"05:13.571","Cast","Tempest 3.50 sec","Sszorak",""
"05:17.567","Cast","Mutilate","Sszorak → Kurozaa",""
"05:17.568","Cast","Mutilate 3.00 sec","Sszorak",""
"05:21.578","Cast","Ravage","Sszorak → Kurozaa",""
"05:21.578","Cast","Ravage 3.00 sec","Sszorak",""
"05:25.570","Cast","Ravage","Sszorak → Yunfat",""
"05:25.570","Cast","Ravage 3.00 sec","Sszorak",""
"05:30.063","Cast","Venomous Surge","Sszorak",""
"05:40.071","Cast","Raging Crosswinds","Environment",""
"05:40.833","Cast","Raging Crosswinds","Sszorak → Zachstruk",""
"05:40.833","Cast","Raging Crosswinds","Sszorak → Rymir",""
"05:40.926","Cast","Raging Crosswinds","Sszorak → Rocketzzu",""
"05:40.926","Cast","Raging Crosswinds","Sszorak → Vic",""
"05:41.026","Cast","Raging Crosswinds","Sszorak → Râre",""
"05:41.026","Cast","Raging Crosswinds","Sszorak → Junicoo",""
"05:41.133","Cast","Raging Crosswinds","Sszorak → Yunfat",""
"05:41.133","Cast","Raging Crosswinds","Sszorak → Kurozaa",""
"05:54.117","Cast","Dig In","Sszorak",""
"06:29.151","Cast","Mutilate","Sszorak → Calamitas",""
"06:29.151","Cast","Mutilate 3.01 sec","Sszorak",""
"06:30.139","Begin Cast","Tempest Canceled","Sszorak",""
