"Time","Type","Ability","Source → Target",""
"03:05.943","Begin Cast","Paralyzing Venom 2.52 sec","Queen Ansurek",""
"03:08.463","Cast","Paralyzing Venom 2.52 sec","Queen Ansurek",""
"03:09.938","Begin Cast","Paralyzing Venom 2.54 sec","Queen Ansurek",""
"03:12.476","Cast","Paralyzing Venom 2.54 sec","Queen Ansurek",""
"03:13.947","Begin Cast","Paralyzing Venom 2.50 sec","Queen Ansurek",""
"03:16.447","Cast","Paralyzing Venom 2.50 sec","Queen Ansurek",""
"03:17.941","Begin Cast","Wrest Canceled","Queen Ansurek",""
"03:22.492","Begin Cast","Cosmic Apocalypse Canceled","Devoted Worshipper 1",""
"03:22.762","Begin Cast","Cosmic Apocalypse Canceled","Devoted Worshipper 2",""
"03:25.412","Begin Cast","Shadowgate Canceled","Shadowgate 1",""
"03:25.413","Begin Cast","Shadowgate Canceled","Shadowgate 2",""
"03:25.493","Begin Cast","Acid Bolt 1.52 sec","Queen Ansurek",""
"03:27.010","Cast","Acid Bolt 1.52 sec","Queen Ansurek → Swoleman",""
"03:28.342","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 2",""
"03:28.685","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 1",""
"03:30.505","Begin Cast","Acid Bolt 1.51 sec","Queen Ansurek",""
"03:32.011","Cast","Acid Bolt 1.51 sec","Queen Ansurek → Priesttuffy",""
"03:32.653","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 1",""
"03:33.036","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 2",""
"03:35.506","Begin Cast","Acid Bolt 1.52 sec","Queen Ansurek",""
"03:36.182","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 1",""
"03:36.806","Begin Cast","Shadowgate Canceled","Shadowgate 1",""
"03:36.945","Begin Cast","Shadowgate Canceled","Shadowgate 2",""
"03:37.025","Cast","Acid Bolt 1.52 sec","Queen Ansurek → Aisa",""
"03:37.551","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 2",""
"03:40.520","Begin Cast","Acid Bolt 1.50 sec","Queen Ansurek",""
"03:40.795","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 1",""
"03:42.017","Cast","Acid Bolt 1.50 sec","Queen Ansurek → Buthor",""
"03:45.492","Begin Cast","Acid Bolt 1.51 sec","Queen Ansurek",""
"03:47.005","Cast","Acid Bolt 1.51 sec","Queen Ansurek → Greatboatsby",""
"03:48.910","Begin Cast","Shadowgate Canceled","Shadowgate 3",""
"03:48.911","Begin Cast","Shadowgate Canceled","Shadowgate 4",""
"03:54.436","Begin Cast","Wrest 5.02 sec","Queen Ansurek",""
"03:55.355","Begin Cast","Expulsion Beam 3.01 sec","Chamber Expeller 2",""
"03:55.656","Begin Cast","Expulsion Beam 2.98 sec","Chamber Expeller 1",""
"03:57.010","Begin Cast","Oust 1.50 sec","Chamber Guardian 2",""
"03:57.239","Begin Cast","Oust 1.52 sec","Chamber Guardian 1",""
"03:57.647","Begin Cast","Shadowgate Canceled","Shadowgate 3",""
"03:58.363","Cast","Expulsion Beam 3.01 sec","Chamber Expeller 2",""
"03:58.509","Cast","Oust 1.50 sec","Chamber Guardian 2 → Barackobamyh",""
"03:58.635","Cast","Expulsion Beam 2.98 sec","Chamber Expeller 1",""
"03:58.759","Cast","Oust 1.52 sec","Chamber Guardian 1 → Arleric",""
"03:59.458","Cast","Wrest 5.02 sec","Queen Ansurek",""
"04:01.729","Begin Cast","Shadowgate Canceled","Shadowgate 4",""
"04:02.431","Begin Cast","Wrest 5.02 sec","Queen Ansurek",""
"04:05.353","Begin Cast","Expulsion Beam 3.01 sec","Chamber Expeller 2",""
"04:05.627","Begin Cast","Expulsion Beam 3.01 sec","Chamber Expeller 1",""
"04:07.012","Begin Cast","Oust 1.48 sec","Chamber Guardian 2",""
"04:07.245","Begin Cast","Oust 1.51 sec","Chamber Guardian 1",""
"04:07.452","Cast","Wrest 5.02 sec","Queen Ansurek",""
"04:08.367","Cast","Expulsion Beam 3.01 sec","Chamber Expeller 2",""
"04:08.491","Cast","Oust 1.48 sec","Chamber Guardian 2 → Barackobamyh",""
"04:08.634","Cast","Expulsion Beam 3.01 sec","Chamber Expeller 1",""
"04:08.756","Cast","Oust 1.51 sec","Chamber Guardian 1 → Arleric",""
"04:08.965","Begin Cast","Shadowgate Canceled","Shadowgate 4",""
"04:09.572","Begin Cast","Shadowgate Canceled","Shadowgate 3",""
"04:10.433","Begin Cast","Wrest Canceled","Queen Ansurek",""
"04:18.500","Begin Cast","Shadowgate Canceled","Shadowgate 5",""
"04:18.500","Begin Cast","Shadowgate Canceled","Shadowgate 6",""
"04:20.864","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 1",""
"04:21.020","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 2",""
"04:21.238","Begin Cast","Expulsion Beam 3.02 sec","Chamber Expeller 4",""
"04:21.774","Begin Cast","Expulsion Beam 2.99 sec","Chamber Expeller 3",""
"04:22.359","Begin Cast","Wrest 5.00 sec","Queen Ansurek",""
"04:22.881","Begin Cast","Oust 1.55 sec","Chamber Guardian 3",""
"04:24.255","Cast","Expulsion Beam 3.02 sec","Chamber Expeller 4",""
"04:24.429","Cast","Oust 1.55 sec","Chamber Guardian 3 → Barackobamyh",""
"04:24.768","Cast","Expulsion Beam 2.99 sec","Chamber Expeller 3",""
"04:25.897","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 1",""
"04:27.359","Cast","Wrest 5.00 sec","Queen Ansurek",""
"04:28.246","Begin Cast","Shadowgate Canceled","Shadowgate 5",""
"04:29.195","Begin Cast","Shadowgate Canceled","Shadowgate 6",""
"04:30.363","Begin Cast","Wrest 5.02 sec","Queen Ansurek",""
"04:31.043","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 2",""
"04:31.244","Begin Cast","Expulsion Beam 3.00 sec","Chamber Expeller 4",""
"04:31.774","Begin Cast","Expulsion Beam 3.00 sec","Chamber Expeller 3",""
"04:32.870","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 1",""
"04:32.908","Begin Cast","Oust 1.51 sec","Chamber Guardian 3",""
"04:34.249","Cast","Expulsion Beam 3.00 sec","Chamber Expeller 4",""
"04:34.421","Cast","Oust 1.51 sec","Chamber Guardian 3 → Barackobamyh",""
"04:34.778","Cast","Expulsion Beam 3.00 sec","Chamber Expeller 3",""
"04:35.381","Cast","Wrest 5.02 sec","Queen Ansurek",""
"04:37.938","Begin Cast","Shadowgate Canceled","Shadowgate 5",""
"04:38.159","Begin Cast","Shadowgate Canceled","Shadowgate 6",""
"04:38.385","Begin Cast","Wrest Canceled","Queen Ansurek",""
"04:40.862","Begin Cast","Dark Detonation Canceled","Chamber Acolyte 1",""
"04:46.350","Begin Cast","Shadowgate Canceled","Shadowgate 7",""
"04:47.152","Begin Cast","Shadowgate Canceled","Shadowgate 8",""
"04:47.771","Begin Cast","Acidic Apocalypse Canceled","Queen Ansurek",""
"04:50.735","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 3",""
"04:51.989","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 4",""
"04:53.311","Begin Cast","Shadowgate Canceled","Shadowgate 8",""
"04:55.011","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 3",""
"04:55.719","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 4",""
"04:56.834","Begin Cast","Shadowgate Canceled","Shadowgate 7",""
"04:58.898","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 3",""
"05:00.280","Begin Cast","Shadowblast Canceled","Ascended Voidspeaker 4",""
"05:08.348","Begin Cast","Aphotic Communion Canceled","Queen Ansurek",""
"05:28.364","Cast","Aphotic Communion","Queen Ansurek",""
"05:37.852","Begin Cast","Infest 1.51 sec","Queen Ansurek",""
"05:39.364","Cast","Infest 1.51 sec","Queen Ansurek → Barackobamyh",""
"05:39.850","Begin Cast","Gorge 1.02 sec","Queen Ansurek",""
"05:40.868","Cast","Gorge 1.02 sec","Queen Ansurek → Arleric",""
"05:51.863","Begin Cast","Queen's Summons 4.01 sec","Queen Ansurek",""
"05:55.873","Cast","Queen's Summons 4.01 sec","Queen Ansurek",""
"05:56.864","Cast","Web Blades","Queen Ansurek → Eggkid",""
"05:57.429","Cast","Web Blades","Queen Ansurek → Sedge",""
"05:57.998","Cast","Web Blades","Queen Ansurek →  Lilàc",""
"05:59.888","Begin Cast","Null Detonation 4.02 sec","Summoned Acolyte 1",""
"06:00.033","Begin Cast","Null Detonation 4.02 sec","Summoned Acolyte 2",""
"06:00.210","Begin Cast","Null Detonation 3.98 sec","Summoned Acolyte 3",""
"06:03.907","Cast","Null Detonation 4.02 sec","Summoned Acolyte 1",""
"06:04.053","Cast","Null Detonation 4.02 sec","Summoned Acolyte 2",""
"06:04.188","Cast","Null Detonation 3.98 sec","Summoned Acolyte 3",""
"06:05.863","Begin Cast","Abyssal Infusion 1.03 sec","Queen Ansurek",""
"06:06.891","Cast","Abyssal Infusion 1.03 sec","Queen Ansurek",""
"06:07.050","Begin Cast","Null Detonation Canceled","Summoned Acolyte 2",""
"06:07.191","Begin Cast","Null Detonation Canceled","Summoned Acolyte 3",""
"06:11.913","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 3",""
"06:13.915","Begin Cast","Null Detonation Canceled","Summoned Acolyte 2",""
"06:15.916","Cast","Null Detonation 4.00 sec","Summoned Acolyte 3",""
"06:16.880","Begin Cast","Frothing Gluttony 5.01 sec","Queen Ansurek",""
"06:18.954","Begin Cast","Null Detonation Canceled","Summoned Acolyte 3",""
"06:21.890","Cast","Frothing Gluttony 5.01 sec","Queen Ansurek",""
"06:33.863","Cast","Web Blades","Queen Ansurek →  Tommyh",""
"06:34.428","Cast","Web Blades","Queen Ansurek → Lilàc",""
"06:34.979","Cast","Web Blades","Queen Ansurek → Atiermonk",""
"06:43.850","Begin Cast","Infest 1.51 sec","Queen Ansurek",""
"06:45.365","Cast","Infest 1.51 sec","Queen Ansurek → Barackobamyh",""
"06:45.864","Begin Cast","Gorge 0.97 sec","Queen Ansurek",""
"06:46.835","Cast","Gorge 0.97 sec","Queen Ansurek → Arleric",""
"06:54.890","Cast","Web Blades","Queen Ansurek → Buthor",""
"06:55.459","Cast","Web Blades","Queen Ansurek → Lilàc",""
"06:55.871","Begin Cast","Queen's Summons 3.99 sec","Queen Ansurek",""
"06:56.006","Cast","Web Blades","Queen Ansurek → Barackobamyh",""
"06:59.862","Cast","Queen's Summons 3.99 sec","Queen Ansurek",""
"07:03.872","Begin Cast","Null Detonation 4.01 sec","Summoned Acolyte 4",""
"07:04.015","Begin Cast","Null Detonation 4.03 sec","Summoned Acolyte 5",""
"07:04.187","Begin Cast","Null Detonation 3.99 sec","Summoned Acolyte 6",""
"07:04.322","Begin Cast","Null Detonation 4.03 sec","Summoned Acolyte 7",""
"07:04.435","Begin Cast","Royal Condemnation 1.53 sec","Queen Ansurek",""
"07:05.967","Cast","Royal Condemnation 1.53 sec","Queen Ansurek",""
"07:07.883","Cast","Null Detonation 4.01 sec","Summoned Acolyte 4",""
"07:08.040","Cast","Null Detonation 4.03 sec","Summoned Acolyte 5",""
"07:08.180","Cast","Null Detonation 3.99 sec","Summoned Acolyte 6",""
"07:08.347","Cast","Null Detonation 4.03 sec","Summoned Acolyte 7",""
"07:10.881","Begin Cast","Null Detonation Canceled","Summoned Acolyte 4",""
"07:11.044","Begin Cast","Null Detonation Canceled","Summoned Acolyte 5",""
"07:11.182","Begin Cast","Null Detonation Canceled","Summoned Acolyte 6",""
"07:11.342","Begin Cast","Null Detonation 4.01 sec","Summoned Acolyte 7",""
"07:11.930","Cast","Web Blades","Queen Ansurek → Lilàc",""
"07:12.467","Cast","Web Blades","Queen Ansurek → Alirann",""
"07:13.042","Cast","Web Blades","Queen Ansurek → Arleric",""
"07:15.354","Cast","Null Detonation 4.01 sec","Summoned Acolyte 7",""
"07:16.921","Begin Cast","Null Detonation Canceled","Summoned Acolyte 6",""
"07:17.862","Begin Cast","Null Detonation Canceled","Summoned Acolyte 5",""
"07:18.351","Begin Cast","Null Detonation Canceled","Summoned Acolyte 7",""
"07:25.876","Begin Cast","Abyssal Infusion 1.01 sec","Queen Ansurek",""
"07:26.891","Cast","Abyssal Infusion 1.01 sec","Queen Ansurek",""
"07:36.877","Begin Cast","Frothing Gluttony 5.01 sec","Queen Ansurek",""
"07:41.884","Cast","Frothing Gluttony 5.01 sec","Queen Ansurek",""
"07:53.926","Cast","Web Blades","Queen Ansurek → Sedge",""
"07:54.471","Cast","Web Blades","Queen Ansurek → Barackobamyh",""
"07:55.011","Cast","Web Blades","Queen Ansurek → Priesttuffy",""
"08:03.849","Begin Cast","Infest 1.51 sec","Queen Ansurek",""
"08:05.359","Cast","Infest 1.51 sec","Queen Ansurek → Barackobamyh",""
"08:05.848","Begin Cast","Gorge 1.01 sec","Queen Ansurek",""
"08:06.863","Cast","Gorge 1.01 sec","Queen Ansurek → Arleric",""
"08:14.873","Cast","Web Blades","Queen Ansurek → Tommyh",""
"08:15.458","Cast","Web Blades","Queen Ansurek → Arleric",""
"08:16.000","Cast","Web Blades","Queen Ansurek → Aisa",""
"08:18.868","Begin Cast","Queen's Summons 4.02 sec","Queen Ansurek",""
"08:22.885","Cast","Queen's Summons 4.02 sec","Queen Ansurek",""
"08:26.903","Begin Cast","Null Detonation 4.02 sec","Summoned Acolyte 8",""
"08:27.046","Begin Cast","Null Detonation 4.01 sec","Summoned Acolyte 9",""
"08:27.212","Begin Cast","Null Detonation 3.99 sec","Summoned Acolyte 10",""
"08:27.351","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:30.379","Begin Cast","Royal Condemnation 1.53 sec","Queen Ansurek",""
"08:30.922","Cast","Null Detonation 4.02 sec","Summoned Acolyte 8",""
"08:31.052","Cast","Null Detonation 4.01 sec","Summoned Acolyte 9",""
"08:31.204","Cast","Null Detonation 3.99 sec","Summoned Acolyte 10",""
"08:31.349","Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:31.906","Cast","Royal Condemnation 1.53 sec","Queen Ansurek",""
"08:33.881","Cast","Web Blades","Queen Ansurek → Buthor",""
"08:34.052","Begin Cast","Null Detonation 3.99 sec","Summoned Acolyte 9",""
"08:34.219","Begin Cast","Null Detonation 3.99 sec","Summoned Acolyte 10",""
"08:34.415","Begin Cast","Null Detonation 3.95 sec","Summoned Acolyte 11",""
"08:34.457","Cast","Web Blades","Queen Ansurek → Tommyh",""
"08:34.999","Cast","Web Blades","Queen Ansurek → Bigbadbaka",""
"08:38.041","Cast","Null Detonation 3.99 sec","Summoned Acolyte 9",""
"08:38.211","Cast","Null Detonation 3.99 sec","Summoned Acolyte 10",""
"08:38.366","Cast","Null Detonation 3.95 sec","Summoned Acolyte 11",""
"08:41.051","Begin Cast","Null Detonation Canceled","Summoned Acolyte 9",""
"08:41.211","Begin Cast","Null Detonation 4.02 sec","Summoned Acolyte 10",""
"08:41.377","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:45.229","Cast","Null Detonation 4.02 sec","Summoned Acolyte 10",""
"08:45.377","Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:45.860","Begin Cast","Abyssal Infusion 1.00 sec","Queen Ansurek",""
"08:46.861","Cast","Abyssal Infusion 1.00 sec","Queen Ansurek",""
"08:48.222","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 10",""
"08:48.395","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:49.912","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 9",""
"08:52.220","Cast","Null Detonation 4.00 sec","Summoned Acolyte 10",""
"08:52.394","Cast","Null Detonation 4.00 sec","Summoned Acolyte 11",""
"08:53.915","Cast","Null Detonation 4.00 sec","Summoned Acolyte 9",""
"08:55.221","Begin Cast","Null Detonation 4.00 sec","Summoned Acolyte 10",""
"08:55.399","Begin Cast","Null Detonation 4.01 sec","Summoned Acolyte 11",""
"08:56.916","Begin Cast","Null Detonation Canceled","Summoned Acolyte 9",""
"08:59.220","Cast","Null Detonation 4.00 sec","Summoned Acolyte 10",""
"08:59.410","Cast","Null Detonation 4.01 sec","Summoned Acolyte 11",""
