"Time","Type","Ability","Source → Target",""
"00:40.800","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"00:40.801","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:42.313","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:42.372","Begin Cast","Skittering Leap 0.99 sec","Skeinspinner Takazj",""
"00:43.366","Cast","Skittering Leap 0.99 sec","Skeinspinner Takazj",""
"00:44.372","Cast","Reckless Charge 6.01 sec","Anub'arash",""
"00:44.939","Cast","Entangled","Anub'arash",""
"00:45.476","Begin Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj",""
"00:46.996","Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj →  Celldrack",""
"00:47.019","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:48.525","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:48.548","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:50.057","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:50.125","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"00:51.616","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"00:51.616","Begin Cast","Venomous Rain 1.51 sec","Skeinspinner Takazj",""
"00:53.125","Cast","Venomous Rain 1.51 sec","Skeinspinner Takazj",""
"00:54.046","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:55.558","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:55.558","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:57.069","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:57.087","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"00:58.600","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"00:58.619","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:00.013","Begin Cast","Piercing Strike 1.51 sec","Anub'arash",""
"01:00.111","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:00.131","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:01.525","Cast","Piercing Strike 1.51 sec","Anub'arash →  Joshdecay",""
"01:01.644","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:01.660","Begin Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj",""
"01:02.032","Begin Cast","Impaling Eruption 4.02 sec","Anub'arash",""
"01:03.179","Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj →  Celldrack",""
"01:03.263","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:04.748","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:04.764","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:06.055","Cast","Impaling Eruption 4.02 sec","Anub'arash",""
"01:06.279","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:06.350","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:07.853","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:07.867","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:09.368","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:09.382","Begin Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj",""
"01:10.898","Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj →  Celldrack",""
"01:10.899","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:12.400","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:12.466","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:13.976","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:14.007","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:15.517","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:15.561","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:16.032","Begin Cast","Call of the Swarm 3.01 sec","Anub'arash",""
"01:17.069","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:17.129","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:18.637","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:18.685","Begin Cast","Venomous Rain 1.52 sec","Skeinspinner Takazj",""
"01:19.043","Cast","Call of the Swarm 3.01 sec","Anub'arash",""
"01:19.057","Cast","Harden Carapace","Shattershell Scarab 4",""
"01:19.057","Cast","Shell Shatterer","Shattershell Scarab 4",""
"01:19.057","Cast","Harden Carapace","Shattershell Scarab 5",""
"01:19.057","Cast","Shell Shatterer","Shattershell Scarab 5",""
"01:19.057","Cast","Harden Carapace","Shattershell Scarab 6",""
"01:19.058","Cast","Shell Shatterer","Shattershell Scarab 6",""
"01:20.046","Begin Cast","Piercing Strike 1.51 sec","Anub'arash",""
"01:20.210","Cast","Venomous Rain 1.52 sec","Skeinspinner Takazj",""
"01:20.858","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:21.556","Cast","Piercing Strike 1.51 sec","Anub'arash →  Celldrack",""
"01:21.690","Cast","Scarab Fixation","Shattershell Scarab 4 → Palsham",""
"01:21.690","Cast","Scarab Fixation","Shattershell Scarab 5 → Crazydavy",""
"01:21.690","Cast","Scarab Fixation","Shattershell Scarab 6 → Shponglemoar",""
"01:22.047","Begin Cast","Impaling Eruption 4.01 sec","Anub'arash",""
"01:22.359","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:22.384","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:22.494","Cast","Scarab Fixation","Shattershell Scarab 5 → Crazydavy",""
"01:22.914","Cast","Scarab Fixation","Shattershell Scarab 5 → Crazydavy",""
"01:23.878","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:23.894","Begin Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj",""
"01:24.115","Cast","Scarab Fixation","Shattershell Scarab 5 → Tarivoker",""
"01:25.417","Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj →  Celldrack",""
"01:25.419","Begin Cast","Web Bomb 1.49 sec","Skeinspinner Takazj",""
"01:26.061","Cast","Impaling Eruption 4.01 sec","Anub'arash",""
"01:26.910","Cast","Web Bomb 1.49 sec","Skeinspinner Takazj",""
"01:26.946","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:28.447","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:28.468","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:29.974","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:29.976","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:31.468","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:31.486","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:33.001","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:33.002","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:34.512","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:34.513","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:35.031","Begin Cast","Burrowed Eruption 1.81 sec","Anub'arash",""
"01:36.020","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Celldrack",""
"01:36.047","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:36.846","Cast","Burrowed Eruption 1.81 sec","Anub'arash",""
"01:37.538","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:37.539","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:38.447","Begin Cast","Reckless Charge 6.00 sec","Anub'arash",""
"01:39.041","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Celldrack",""
"01:39.078","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"01:40.570","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Celldrack",""
"01:40.584","Begin Cast","Poison Bolt Canceled","Skeinspinner Takazj",""
"01:42.102","Begin Cast","Skittering Leap 1.01 sec","Skeinspinner Takazj",""
"01:43.113","Cast","Skittering Leap 1.01 sec","Skeinspinner Takazj",""
"01:44.450","Cast","Reckless Charge 6.00 sec","Anub'arash",""
"01:44.993","Cast","Entangled","Anub'arash",""
"01:45.626","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:47.126","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"01:47.139","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:48.637","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"01:48.667","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:50.164","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"01:50.164","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:51.678","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"01:51.679","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:53.184","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"01:53.212","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:54.726","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"01:54.743","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:56.249","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"01:56.250","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"01:57.755","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"01:57.766","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"01:59.274","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"01:59.295","Begin Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj",""
"02:00.053","Begin Cast","Piercing Strike 1.51 sec","Anub'arash",""
"02:00.816","Cast","Poison Bolt 1.52 sec","Skeinspinner Takazj →  Joshdecay",""
"02:00.840","Begin Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj",""
"02:01.559","Cast","Piercing Strike 1.51 sec","Anub'arash →  Joshdecay",""
"02:02.333","Cast","Poison Bolt 1.49 sec","Skeinspinner Takazj →  Joshdecay",""
"02:02.347","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"02:03.860","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"02:03.881","Begin Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj",""
"02:05.385","Cast","Poison Bolt 1.50 sec","Skeinspinner Takazj →  Joshdecay",""
"02:05.418","Begin Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj",""
"02:06.925","Cast","Poison Bolt 1.51 sec","Skeinspinner Takazj →  Joshdecay",""
"02:06.957","Begin Cast","Poison Bolt Canceled","Skeinspinner Takazj",""
"02:13.322","Begin Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"02:14.319","Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"02:16.289","Cast","Shatter Existence","Skeinspinner Takazj",""
"02:45.258","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"02:47.262","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"02:47.263","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"02:49.273","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Joshdecay",""
"02:49.285","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"02:50.238","Begin Cast","Impaling Eruption 4.02 sec","Anub'arash",""
"02:51.294","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Joshdecay",""
"02:51.321","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"02:53.322","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"02:53.337","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"02:54.254","Cast","Impaling Eruption 4.02 sec","Anub'arash",""
"02:55.256","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"02:55.343","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Joshdecay",""
"02:55.357","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"02:56.753","Cast","Piercing Strike 1.50 sec","Anub'arash →  Celldrack",""
"02:57.357","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"02:57.380","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"02:59.388","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Joshdecay",""
"02:59.389","Begin Cast","Web Vortex 2.04 sec","Skeinspinner Takazj",""
"03:01.425","Cast","Web Vortex 2.04 sec","Skeinspinner Takazj",""
"03:01.900","Begin Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"03:03.921","Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"03:04.259","Begin Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"03:04.692","Begin Cast","Entropic Desolation 4.49 sec","Skeinspinner Takazj",""
"03:06.280","Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"03:07.261","Begin Cast","Call of the Swarm 2.99 sec","Anub'arash",""
"03:09.182","Cast","Entropic Desolation 4.49 sec","Skeinspinner Takazj",""
"03:09.212","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"03:10.252","Cast","Call of the Swarm 2.99 sec","Anub'arash",""
"03:10.275","Cast","Harden Carapace","Shattershell Scarab 7",""
"03:10.276","Cast","Shell Shatterer","Shattershell Scarab 7",""
"03:10.276","Cast","Harden Carapace","Shattershell Scarab 8",""
"03:10.276","Cast","Shell Shatterer","Shattershell Scarab 8",""
"03:10.276","Cast","Harden Carapace","Shattershell Scarab 9",""
"03:10.276","Cast","Shell Shatterer","Shattershell Scarab 9",""
"03:11.217","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"03:11.228","Begin Cast","Strands of Reality 4.02 sec","Skeinspinner Takazj",""
"03:12.310","Cast","Scarab Fixation","Shattershell Scarab 8 →  Celldrack",""
"03:12.311","Cast","Scarab Fixation","Shattershell Scarab 9 → Keystoneceo",""
"03:13.530","Cast","Scarab Fixation","Shattershell Scarab 7 →  Joshdecay",""
"03:15.252","Cast","Strands of Reality 4.02 sec","Skeinspinner Takazj",""
"03:15.252","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"03:15.947","Begin Cast","Void Bolt 2.02 sec","Skeinspinner Takazj",""
"03:16.756","Cast","Piercing Strike 1.50 sec","Anub'arash →  Joshdecay",""
"03:17.963","Cast","Void Bolt 2.02 sec","Skeinspinner Takazj →  Joshdecay",""
"03:17.965","Begin Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"03:18.975","Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"03:20.274","Begin Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"03:20.990","Begin Cast","Cataclysmic Entropy Canceled","Skeinspinner Takazj",""
"03:24.269","Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"03:40.259","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"03:41.031","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"03:41.759","Cast","Piercing Strike 1.50 sec","Anub'arash →  Celldrack",""
"03:43.026","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"03:43.053","Begin Cast","Void Bolt 1.99 sec","Skeinspinner Takazj",""
"03:45.046","Cast","Void Bolt 1.99 sec","Skeinspinner Takazj →  Joshdecay",""
"03:45.048","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"03:47.053","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"03:47.080","Begin Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"03:50.251","Begin Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"03:51.077","Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"03:52.079","Begin Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"03:53.082","Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"03:54.255","Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"03:55.109","Begin Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"03:55.257","Begin Cast","Piercing Strike 1.52 sec","Anub'arash",""
"03:56.774","Cast","Piercing Strike 1.52 sec","Anub'arash →  Joshdecay",""
"03:57.128","Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"03:57.634","Begin Cast","Web Vortex 2.00 sec","Skeinspinner Takazj",""
"03:59.636","Cast","Web Vortex 2.00 sec","Skeinspinner Takazj",""
"04:00.386","Begin Cast","Entropic Desolation 4.51 sec","Skeinspinner Takazj",""
"04:02.255","Begin Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"04:04.275","Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"04:04.895","Cast","Entropic Desolation 4.51 sec","Skeinspinner Takazj",""
"04:04.954","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"04:06.952","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Joshdecay",""
"04:06.997","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"04:08.249","Begin Cast","Call of the Swarm 3.01 sec","Anub'arash",""
"04:09.005","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Joshdecay",""
"04:09.007","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"04:11.006","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"04:11.031","Begin Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"04:11.258","Cast","Call of the Swarm 3.01 sec","Anub'arash",""
"04:11.283","Cast","Harden Carapace","Shattershell Scarab 10",""
"04:11.283","Cast","Shell Shatterer","Shattershell Scarab 10",""
"04:11.283","Cast","Harden Carapace","Shattershell Scarab 11",""
"04:11.283","Cast","Shell Shatterer","Shattershell Scarab 11",""
"04:11.283","Cast","Harden Carapace","Shattershell Scarab 12",""
"04:11.283","Cast","Shell Shatterer","Shattershell Scarab 12",""
"04:13.551","Cast","Scarab Fixation","Shattershell Scarab 11 → Michaelsmith",""
"04:13.551","Cast","Scarab Fixation","Shattershell Scarab 12 → Marksman",""
"04:14.767","Cast","Scarab Fixation","Shattershell Scarab 10 →  Joshdecay",""
"04:15.034","Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"04:15.685","Begin Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"04:16.697","Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"04:17.248","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"04:18.732","Begin Cast","Cataclysmic Entropy Canceled","Skeinspinner Takazj",""
"04:18.752","Cast","Piercing Strike 1.50 sec","Anub'arash →  Celldrack",""
"04:20.236","Begin Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"04:23.980","Cast","Bursting Shot","Shattershell Scarab 12 → Marksman",""
"04:24.241","Cast","Impaling Eruption 4.00 sec","Anub'arash",""
"04:40.263","Begin Cast","Piercing Strike 1.51 sec","Anub'arash",""
"04:40.894","Begin Cast","Void Bolt 1.99 sec","Skeinspinner Takazj",""
"04:41.771","Cast","Piercing Strike 1.51 sec","Anub'arash →  Joshdecay",""
"04:42.886","Cast","Void Bolt 1.99 sec","Skeinspinner Takazj →  Celldrack",""
"04:42.914","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"04:44.915","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"04:44.930","Begin Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"04:45.939","Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"04:48.508","Begin Cast","Void Excursion 2.00 sec","Skeinspinner Takazj",""
"04:50.507","Cast","Void Excursion 2.00 sec","Skeinspinner Takazj",""
"04:51.506","Begin Cast","Burrow 1.81 sec","Anub'arash",""
"04:53.316","Cast","Burrow 1.81 sec","Anub'arash",""
"04:53.456","Cast","Spike Storm","Anub'arash",""
"05:28.124","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:30.132","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:30.150","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:32.158","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:32.159","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:34.165","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:34.184","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:36.194","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:36.223","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:38.084","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"05:38.231","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
