"Time","Type","Ability","Source → Target",""
"05:38.298","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:39.587","Cast","Piercing Strike 1.50 sec","Anub'arash →  Celldrack",""
"05:40.307","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:40.307","Begin Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"05:41.103","Begin Cast","Unleashed Swarm 3.00 sec","Anub'arash",""
"05:44.108","Cast","Unleashed Swarm 3.00 sec","Anub'arash",""
"05:44.311","Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"05:45.240","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"05:47.239","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"05:47.240","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"05:49.246","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"05:49.258","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"05:51.254","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"05:51.278","Begin Cast","Web Vortex 2.01 sec","Skeinspinner Takazj",""
"05:53.287","Cast","Web Vortex 2.01 sec","Skeinspinner Takazj",""
"05:53.777","Begin Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"05:55.070","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"05:55.794","Cast","Web Vortex 2.02 sec","Skeinspinner Takazj",""
"05:56.548","Begin Cast","Entropic Desolation 4.50 sec","Skeinspinner Takazj",""
"05:56.567","Cast","Piercing Strike 1.50 sec","Anub'arash →  Joshdecay",""
"05:58.081","Begin Cast","Spike Eruption 2.00 sec","Anub'arash",""
"06:00.084","Cast","Spike Eruption 2.00 sec","Anub'arash",""
"06:01.052","Cast","Entropic Desolation 4.50 sec","Skeinspinner Takazj",""
"06:01.066","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:01.100","Begin Cast","Burrowed Eruption 1.80 sec","Anub'arash",""
"06:02.897","Cast","Burrowed Eruption 1.80 sec","Anub'arash",""
"06:03.062","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:03.063","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:04.130","Begin Cast","Reckless Charge 6.00 sec","Anub'arash",""
"06:05.063","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:05.101","Begin Cast","Void Bolt 2.02 sec","Skeinspinner Takazj",""
"06:07.116","Cast","Void Bolt 2.02 sec","Skeinspinner Takazj →  Celldrack",""
"06:07.173","Begin Cast","Void Bolt 2.03 sec","Skeinspinner Takazj",""
"06:09.199","Cast","Void Bolt 2.03 sec","Skeinspinner Takazj →  Celldrack",""
"06:09.201","Begin Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"06:10.126","Cast","Reckless Charge 6.00 sec","Anub'arash",""
"06:10.201","Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"06:10.702","Cast","Entangled","Anub'arash",""
"06:11.847","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:13.849","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:13.874","Begin Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"06:17.878","Cast","Strands of Reality 4.00 sec","Skeinspinner Takazj",""
"06:18.895","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:20.896","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:20.909","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"06:22.919","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"06:22.936","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:24.931","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:24.951","Begin Cast","Web Vortex 2.01 sec","Skeinspinner Takazj",""
"06:26.963","Cast","Web Vortex 2.01 sec","Skeinspinner Takazj",""
"06:27.073","Begin Cast","Piercing Strike 1.51 sec","Anub'arash",""
"06:27.448","Begin Cast","Web Vortex 2.04 sec","Skeinspinner Takazj",""
"06:28.586","Cast","Piercing Strike 1.51 sec","Anub'arash →  Celldrack",""
"06:29.088","Begin Cast","Spike Eruption 2.01 sec","Anub'arash",""
"06:29.484","Cast","Web Vortex 2.04 sec","Skeinspinner Takazj",""
"06:30.235","Begin Cast","Entropic Desolation 4.50 sec","Skeinspinner Takazj",""
"06:31.095","Cast","Spike Eruption 2.01 sec","Anub'arash",""
"06:34.736","Cast","Entropic Desolation 4.50 sec","Skeinspinner Takazj",""
"06:34.759","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:36.764","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:36.785","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:38.790","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:38.791","Begin Cast","Strands of Reality 4.01 sec","Skeinspinner Takazj",""
"06:39.072","Begin Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"06:41.096","Cast","Stinging Swarm 2.02 sec","Anub'arash",""
"06:42.798","Cast","Strands of Reality 4.01 sec","Skeinspinner Takazj",""
"06:43.518","Begin Cast","Void Bolt 2.00 sec","Skeinspinner Takazj",""
"06:45.521","Cast","Void Bolt 2.00 sec","Skeinspinner Takazj →  Celldrack",""
"06:45.544","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"06:47.089","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"06:47.554","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"06:47.554","Begin Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"06:48.551","Cast","Void Step 1.00 sec","Skeinspinner Takazj",""
"06:48.588","Cast","Piercing Strike 1.50 sec","Anub'arash →  Joshdecay",""
"06:50.581","Begin Cast","Cataclysmic Entropy Canceled","Skeinspinner Takazj",""
"06:56.079","Begin Cast","Unleashed Swarm 3.00 sec","Anub'arash",""
"06:59.075","Cast","Unleashed Swarm 3.00 sec","Anub'arash",""
"07:08.073","Begin Cast","Piercing Strike 1.50 sec","Anub'arash",""
"07:09.573","Cast","Piercing Strike 1.50 sec","Anub'arash →  Celldrack",""
"07:10.725","Begin Cast","Void Bolt 2.02 sec","Skeinspinner Takazj",""
"07:12.740","Cast","Void Bolt 2.02 sec","Skeinspinner Takazj →  Celldrack",""
"07:12.761","Begin Cast","Void Bolt 1.99 sec","Skeinspinner Takazj",""
"07:14.750","Cast","Void Bolt 1.99 sec","Skeinspinner Takazj →  Celldrack",""
"07:14.766","Begin Cast","Void Bolt 2.01 sec","Skeinspinner Takazj",""
"07:16.772","Cast","Void Bolt 2.01 sec","Skeinspinner Takazj →  Celldrack",""
"07:16.773","Begin Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"07:17.784","Cast","Void Step 1.01 sec","Skeinspinner Takazj",""
"07:18.454","Begin Cast","Uncontrollable Rage Canceled","Anub'arash",""
"07:18.456","Begin Cast","Apex of Entropy Canceled","Skeinspinner Takazj",""
