"Time","Type","Ability","Source → Target",""
"00:24.892","Cast","Infested Bite 0.50 sec","Infested Spawn 11 → Gumbreaker",""
"00:25.131","Cast","Infested Bite 0.51 sec","Infested Spawn 12 → Sqwanchy",""
"00:28.080","Begin Cast","Savage Assault 1.52 sec","Rasha'nan",""
"00:29.596","Cast","Savage Assault 1.52 sec","Rasha'nan →  Vertorios",""
"00:29.694","Begin Cast","Infested Bite Canceled","Infested Spawn 1",""
"00:29.694","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 2",""
"00:29.694","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 4",""
"00:30.097","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"00:30.126","Begin Cast","Infested Bite Canceled","Infested Spawn 7",""
"00:30.209","Cast","Infested Bite 0.52 sec","Infested Spawn 4 → Prometheusx",""
"00:30.209","Cast","Infested Bite 0.52 sec","Infested Spawn 2 → Isamoo",""
"00:31.604","Cast","Savage Assault 1.51 sec","Rasha'nan →  Vertorios",""
"00:35.082","Begin Cast","Rolling Acid 2.02 sec","Rasha'nan",""
"00:37.101","Cast","Rolling Acid 2.02 sec","Rasha'nan",""
"00:38.068","Begin Cast","Enveloping Webs 2.04 sec","Rasha'nan",""
"00:40.105","Cast","Enveloping Webs 2.04 sec","Rasha'nan",""
"00:43.049","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"00:44.558","Cast","Savage Assault 1.51 sec","Rasha'nan →  Foxmidget",""
"00:45.553","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"00:47.066","Cast","Savage Assault 1.51 sec","Rasha'nan →  Foxmidget",""
"00:48.094","Begin Cast","Erosive Spray 1.48 sec","Rasha'nan",""
"00:49.575","Cast","Erosive Spray 1.48 sec","Rasha'nan",""
"00:56.691","Begin Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"00:57.705","Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"01:01.593","Begin Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"01:02.605","Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"01:03.114","Begin Cast","Acidic Eruption Canceled","Rasha'nan",""
"01:07.774","Begin Cast","Web Reave 3.98 sec","Rasha'nan",""
"01:11.754","Cast","Web Reave 3.98 sec","Rasha'nan",""
"01:13.869","Begin Cast","Savage Assault 1.52 sec","Rasha'nan",""
"01:15.387","Cast","Savage Assault 1.52 sec","Rasha'nan →  Vertorios",""
"01:15.906","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"01:17.405","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"01:18.472","Begin Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"01:20.988","Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"01:22.739","Begin Cast","Enveloping Webs 2.02 sec","Rasha'nan",""
"01:23.539","Begin Cast","Infested Bite 0.56 sec","Infested Spawn 13",""
"01:23.669","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 14",""
"01:23.743","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 15",""
"01:23.799","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 16",""
"01:23.846","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 17",""
"01:23.895","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 18",""
"01:23.979","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 19",""
"01:24.034","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 20",""
"01:24.097","Cast","Infested Bite 0.56 sec","Infested Spawn 13 → Cheebroni",""
"01:24.099","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 21",""
"01:24.155","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 22",""
"01:24.160","Cast","Infested Bite 0.49 sec","Infested Spawn 14 → Vicodk",""
"01:24.204","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 23",""
"01:24.249","Cast","Infested Bite 0.51 sec","Infested Spawn 15 → Tahliia",""
"01:24.283","Cast","Infested Bite 0.48 sec","Infested Spawn 16 → Vicodk",""
"01:24.283","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 24",""
"01:24.362","Cast","Infested Bite 0.52 sec","Infested Spawn 17 → Tahliia",""
"01:24.402","Cast","Infested Bite 0.51 sec","Infested Spawn 18 → Rivercrushw",""
"01:24.448","Cast","Infested Bite 0.47 sec","Infested Spawn 19 → Tahliia",""
"01:24.516","Cast","Infested Bite 0.48 sec","Infested Spawn 20 → Sqwanchy",""
"01:24.571","Cast","Infested Bite 0.47 sec","Infested Spawn 21 → Gumbreaker",""
"01:24.645","Cast","Infested Bite 0.49 sec","Infested Spawn 22 → Rivercrushw",""
"01:24.677","Cast","Infested Bite 0.47 sec","Infested Spawn 23 → Gumbreaker",""
"01:24.759","Cast","Enveloping Webs 2.02 sec","Rasha'nan",""
"01:24.788","Cast","Infested Bite 0.51 sec","Infested Spawn 24 → Gumbreaker",""
"01:25.870","Cast","Enveloping Webs","Webbed Victim 1",""
"01:25.995","Cast","Enveloping Webs","Webbed Victim 2",""
"01:27.747","Begin Cast","Erosive Spray 1.53 sec","Rasha'nan",""
"01:29.071","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 13",""
"01:29.273","Cast","Erosive Spray 1.53 sec","Rasha'nan",""
"01:29.581","Cast","Infested Bite 0.51 sec","Infested Spawn 13 → Layette",""
"01:29.691","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 14",""
"01:29.691","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 18",""
"01:30.098","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 20",""
"01:30.166","Cast","Infested Bite 0.47 sec","Infested Spawn 18 →  Vertorios",""
"01:30.167","Cast","Infested Bite 0.48 sec","Infested Spawn 14 → Layette",""
"01:30.517","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 22",""
"01:30.588","Cast","Infested Bite 0.49 sec","Infested Spawn 20 → Layette",""
"01:31.006","Cast","Infested Bite 0.49 sec","Infested Spawn 22 → Layette",""
"01:33.988","Begin Cast","Savage Assault 1.44 sec","Rasha'nan",""
"01:35.426","Cast","Savage Assault 1.44 sec","Rasha'nan →  Vertorios",""
"01:35.900","Begin Cast","Savage Assault 1.53 sec","Rasha'nan",""
"01:37.431","Cast","Savage Assault 1.53 sec","Rasha'nan →  Foxmidget",""
"01:37.954","Begin Cast","Spinneret's Strands 1.99 sec","Rasha'nan",""
"01:39.946","Cast","Spinneret's Strands 1.99 sec","Rasha'nan",""
"01:44.748","Begin Cast","Rolling Acid 2.01 sec","Rasha'nan",""
"01:46.758","Cast","Rolling Acid 2.01 sec","Rasha'nan",""
"01:47.737","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"01:49.246","Cast","Savage Assault 1.51 sec","Rasha'nan →  Vertorios",""
"01:50.248","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"01:51.746","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"01:52.807","Begin Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"01:54.303","Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"02:01.403","Begin Cast","Caustic Hail 0.99 sec","Rasha'nan",""
"02:02.394","Cast","Caustic Hail 0.99 sec","Rasha'nan",""
"02:06.033","Begin Cast","Caustic Hail 1.02 sec","Rasha'nan",""
"02:07.050","Cast","Caustic Hail 1.02 sec","Rasha'nan",""
"02:07.569","Begin Cast","Acidic Eruption Canceled","Rasha'nan",""
"02:11.890","Begin Cast","Web Reave 3.98 sec","Rasha'nan",""
"02:15.875","Cast","Web Reave 3.98 sec","Rasha'nan",""
"02:18.062","Begin Cast","Savage Assault 1.46 sec","Rasha'nan",""
"02:19.520","Cast","Savage Assault 1.46 sec","Rasha'nan →  Vertorios",""
"02:20.018","Begin Cast","Savage Assault 1.49 sec","Rasha'nan",""
"02:21.508","Cast","Savage Assault 1.49 sec","Rasha'nan →  Foxmidget",""
"02:24.058","Begin Cast","Rolling Acid 2.02 sec","Rasha'nan",""
"02:26.075","Cast","Rolling Acid 2.02 sec","Rasha'nan",""
"02:26.882","Begin Cast","Spinneret's Strands 2.03 sec","Rasha'nan",""
"02:28.913","Cast","Spinneret's Strands 2.03 sec","Rasha'nan",""
"02:31.863","Begin Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"02:33.364","Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"02:37.993","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"02:39.502","Cast","Savage Assault 1.51 sec","Rasha'nan →  Vertorios",""
"02:39.990","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"02:41.490","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"02:42.062","Begin Cast","Spinneret's Strands 2.00 sec","Rasha'nan",""
"02:44.058","Cast","Spinneret's Strands 2.00 sec","Rasha'nan",""
"02:46.876","Begin Cast","Enveloping Webs 2.03 sec","Rasha'nan",""
"02:48.904","Cast","Enveloping Webs 2.03 sec","Rasha'nan",""
"02:49.448","Cast","Enveloping Webs","Webbed Victim 3",""
"02:49.448","Cast","Enveloping Webs","Webbed Victim 4",""
"02:51.859","Begin Cast","Savage Assault 1.52 sec","Rasha'nan",""
"02:53.384","Cast","Savage Assault 1.52 sec","Rasha'nan →  Foxmidget",""
"02:54.374","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"02:55.876","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"02:56.930","Begin Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"02:58.435","Cast","Erosive Spray 1.50 sec","Rasha'nan",""
"03:05.513","Begin Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"03:06.520","Cast","Caustic Hail 1.01 sec","Rasha'nan",""
"03:10.515","Begin Cast","Caustic Hail 1.00 sec","Rasha'nan",""
"03:11.520","Cast","Caustic Hail 1.00 sec","Rasha'nan",""
"03:12.036","Begin Cast","Acidic Eruption Canceled","Rasha'nan",""
"03:16.969","Begin Cast","Web Reave 4.00 sec","Rasha'nan",""
"03:20.974","Cast","Web Reave 4.00 sec","Rasha'nan",""
"03:23.123","Begin Cast","Savage Assault 1.48 sec","Rasha'nan",""
"03:24.603","Cast","Savage Assault 1.48 sec","Rasha'nan →  Vertorios",""
"03:25.136","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"03:26.631","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"03:27.695","Begin Cast","Infested Spawn 2.49 sec","Rasha'nan",""
"03:30.182","Cast","Infested Spawn 2.49 sec","Rasha'nan",""
"03:31.981","Begin Cast","Spinneret's Strands 2.00 sec","Rasha'nan",""
"03:32.775","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 25",""
"03:32.870","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 26",""
"03:32.907","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 27",""
"03:33.000","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 28",""
"03:33.028","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 29",""
"03:33.091","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 30",""
"03:33.131","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 31",""
"03:33.202","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 32",""
"03:33.232","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 33",""
"03:33.262","Cast","Infested Bite 0.49 sec","Infested Spawn 25 → Prometheusx",""
"03:33.318","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 34",""
"03:33.388","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 35",""
"03:33.390","Cast","Infested Bite 0.52 sec","Infested Spawn 26 → Prometheusx",""
"03:33.425","Cast","Infested Bite 0.52 sec","Infested Spawn 27 → Cheebroni",""
"03:33.489","Cast","Infested Bite 0.49 sec","Infested Spawn 28 → Prometheusx",""
"03:33.490","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 36",""
"03:33.522","Cast","Infested Bite 0.49 sec","Infested Spawn 29 → Cheebroni",""
"03:33.582","Cast","Infested Bite 0.49 sec","Infested Spawn 30 → Sakdk",""
"03:33.665","Cast","Infested Bite 0.53 sec","Infested Spawn 31 → Cheebroni",""
"03:33.708","Cast","Infested Bite 0.51 sec","Infested Spawn 32 → Stonej",""
"03:33.753","Cast","Infested Bite 0.52 sec","Infested Spawn 33 → Vicodk",""
"03:33.830","Cast","Infested Bite 0.51 sec","Infested Spawn 34 → Stonej",""
"03:33.869","Cast","Infested Bite 0.48 sec","Infested Spawn 35 → Vicodk",""
"03:33.980","Cast","Spinneret's Strands 2.00 sec","Rasha'nan",""
"03:34.008","Cast","Infested Bite 0.52 sec","Infested Spawn 36 → Vicodk",""
"03:36.987","Begin Cast","Erosive Spray 1.51 sec","Rasha'nan",""
"03:38.498","Cast","Erosive Spray 1.51 sec","Rasha'nan",""
"03:38.975","Begin Cast","Infested Bite Canceled","Infested Spawn 28",""
"03:39.992","Begin Cast","Infested Bite Canceled","Infested Spawn 36",""
"03:40.589","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 34",""
"03:41.107","Cast","Infested Bite 0.52 sec","Infested Spawn 34 →  Foxmidget",""
"03:43.122","Begin Cast","Savage Assault 1.51 sec","Rasha'nan",""
"03:44.631","Cast","Savage Assault 1.51 sec","Rasha'nan →  Foxmidget",""
"03:45.152","Begin Cast","Savage Assault 1.49 sec","Rasha'nan",""
"03:46.646","Cast","Savage Assault 1.49 sec","Rasha'nan →  Foxmidget",""
"03:47.708","Begin Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"03:50.224","Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"03:51.962","Begin Cast","Enveloping Webs 2.00 sec","Rasha'nan",""
"03:52.772","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 37",""
"03:52.901","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 38",""
"03:52.944","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 39",""
"03:52.997","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 40",""
"03:53.058","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 41",""
"03:53.120","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 42",""
"03:53.184","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 43",""
"03:53.221","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 44",""
"03:53.297","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 45",""
"03:53.298","Cast","Infested Bite 0.53 sec","Infested Spawn 37 → Xenophics",""
"03:53.385","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 46",""
"03:53.390","Cast","Infested Bite 0.49 sec","Infested Spawn 38 → Xenophics",""
"03:53.391","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 47",""
"03:53.469","Cast","Infested Bite 0.53 sec","Infested Spawn 39 → Onemeanduck",""
"03:53.504","Cast","Infested Bite 0.51 sec","Infested Spawn 40 → Xenophics",""
"03:53.537","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 48",""
"03:53.576","Cast","Infested Bite 0.52 sec","Infested Spawn 41 → Onemeanduck",""
"03:53.634","Cast","Infested Bite 0.51 sec","Infested Spawn 42 → Sakdk",""
"03:53.667","Cast","Infested Bite 0.48 sec","Infested Spawn 43 → Sqwanchy",""
"03:53.722","Cast","Infested Bite 0.50 sec","Infested Spawn 44 → Sakdk",""
"03:53.785","Cast","Infested Bite 0.49 sec","Infested Spawn 45 → Layette",""
"03:53.859","Cast","Infested Bite 0.47 sec","Infested Spawn 46 → Sakdk",""
"03:53.892","Cast","Infested Bite 0.50 sec","Infested Spawn 47 → Bombis",""
"03:53.966","Cast","Enveloping Webs 2.00 sec","Rasha'nan",""
"03:54.039","Cast","Infested Bite 0.50 sec","Infested Spawn 48 → Bombis",""
"03:55.339","Cast","Enveloping Webs","Webbed Victim 5",""
"03:56.984","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"03:58.489","Cast","Savage Assault 1.50 sec","Rasha'nan →  Vertorios",""
"03:58.805","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 41",""
"03:59.207","Begin Cast","Infested Bite Canceled","Infested Spawn 43",""
"03:59.207","Begin Cast","Infested Bite Canceled","Infested Spawn 48",""
"03:59.313","Cast","Infested Bite 0.51 sec","Infested Spawn 41 → Layette",""
"03:59.473","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"04:00.971","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"04:02.019","Begin Cast","Erosive Spray 1.51 sec","Rasha'nan",""
"04:03.530","Cast","Erosive Spray 1.51 sec","Rasha'nan",""
"04:10.624","Begin Cast","Caustic Hail 1.00 sec","Rasha'nan",""
"04:11.621","Cast","Caustic Hail 1.00 sec","Rasha'nan",""
"04:14.915","Begin Cast","Caustic Hail 0.98 sec","Rasha'nan",""
"04:15.894","Cast","Caustic Hail 0.98 sec","Rasha'nan",""
"04:16.404","Begin Cast","Acidic Eruption Canceled","Rasha'nan",""
"04:21.405","Begin Cast","Web Reave 4.01 sec","Rasha'nan",""
"04:25.419","Cast","Web Reave 4.01 sec","Rasha'nan",""
"04:27.516","Begin Cast","Savage Assault 1.52 sec","Rasha'nan",""
"04:29.036","Cast","Savage Assault 1.52 sec","Rasha'nan →  Vertorios",""
"04:29.536","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"04:31.033","Cast","Savage Assault 1.50 sec","Rasha'nan →  Foxmidget",""
"04:32.115","Begin Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"04:34.632","Cast","Infested Spawn 2.52 sec","Rasha'nan",""
"04:37.188","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 49",""
"04:37.317","Begin Cast","Infested Bite 0.48 sec","Infested Spawn 50",""
"04:37.377","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 51",""
"04:37.433","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 52",""
"04:37.497","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 53",""
"04:37.531","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 54",""
"04:37.599","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 55",""
"04:37.666","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 56",""
"04:37.708","Cast","Infested Bite 0.52 sec","Infested Spawn 49 → Zacharie",""
"04:37.709","Begin Cast","Infested Bite 0.49 sec","Infested Spawn 57",""
"04:37.798","Begin Cast","Infested Bite 0.46 sec","Infested Spawn 58",""
"04:37.801","Cast","Infested Bite 0.48 sec","Infested Spawn 50 → Zacharie",""
"04:37.802","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 59",""
"04:37.873","Cast","Infested Bite 0.50 sec","Infested Spawn 51 → Tahliia",""
"04:37.919","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 60",""
"04:37.955","Cast","Infested Bite 0.52 sec","Infested Spawn 52 → Cheebroni",""
"04:37.993","Cast","Infested Bite 0.50 sec","Infested Spawn 53 → Tahliia",""
"04:38.032","Cast","Infested Bite 0.50 sec","Infested Spawn 54 → Kenshake",""
"04:38.130","Cast","Infested Bite 0.53 sec","Infested Spawn 55 → Tahliia",""
"04:38.164","Cast","Infested Bite 0.50 sec","Infested Spawn 56 → Kenshake",""
"04:38.201","Cast","Infested Bite 0.49 sec","Infested Spawn 57 → Rivercrushw",""
"04:38.261","Cast","Infested Bite 0.46 sec","Infested Spawn 58 → Kenshake",""
"04:38.327","Cast","Infested Bite 0.53 sec","Infested Spawn 59 → Rivercrushw",""
"04:38.419","Cast","Infested Bite 0.50 sec","Infested Spawn 60 → Rivercrushw",""
"04:38.447","Begin Cast","Rolling Acid 2.03 sec","Rasha'nan",""
"04:40.475","Cast","Rolling Acid 2.03 sec","Rasha'nan",""
"04:41.430","Begin Cast","Erosive Spray 1.52 sec","Rasha'nan",""
"04:42.955","Cast","Erosive Spray 1.52 sec","Rasha'nan",""
"04:43.819","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 57",""
"04:44.329","Cast","Infested Bite 0.51 sec","Infested Spawn 57 → Kenshake",""
"04:47.558","Begin Cast","Savage Assault 1.50 sec","Rasha'nan",""
"04:49.055","Cast","Savage Assault 1.50 sec","Rasha'nan →  Vertorios",""
"04:49.566","Begin Cast","Savage Assault 1.53 sec","Rasha'nan",""
"04:51.096","Cast","Savage Assault 1.53 sec","Rasha'nan →  Foxmidget",""
"04:51.623","Begin Cast","Enveloping Webs 2.00 sec","Rasha'nan",""
"04:53.620","Cast","Enveloping Webs 2.00 sec","Rasha'nan",""
"04:54.260","Cast","Enveloping Webs","Webbed Victim 6",""
"04:54.403","Cast","Enveloping Webs","Webbed Victim 7",""
"04:54.403","Cast","Enveloping Webs","Webbed Victim 8",""
"04:54.404","Cast","Enveloping Webs","Webbed Victim 9",""
"04:56.929","Begin Cast","Infested Spawn 2.50 sec","Rasha'nan",""
"04:59.433","Cast","Infested Spawn 2.50 sec","Rasha'nan",""
"05:01.449","Begin Cast","Savage Assault 1.53 sec","Rasha'nan",""
"05:01.987","Begin Cast","Infested Bite 0.61 sec","Infested Spawn 61",""
"05:02.160","Begin Cast","Infested Bite 0.53 sec","Infested Spawn 62",""
"05:02.246","Begin Cast","Infested Bite 0.45 sec","Infested Spawn 63",""
"05:02.264","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 64",""
"05:02.313","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 65",""
"05:02.369","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 66",""
"05:02.512","Begin Cast","Infested Bite 0.41 sec","Infested Spawn 67",""
"05:02.582","Begin Cast","Infested Bite 0.40 sec","Infested Spawn 68",""
"05:02.595","Cast","Infested Bite 0.61 sec","Infested Spawn 61 → Gumbreaker",""
"05:02.596","Begin Cast","Infested Bite 0.46 sec","Infested Spawn 69",""
"05:02.613","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 70",""
"05:02.686","Begin Cast","Infested Bite 0.45 sec","Infested Spawn 71",""
"05:02.689","Cast","Infested Bite 0.53 sec","Infested Spawn 62 → Gumbreaker",""
"05:02.695","Cast","Infested Bite 0.45 sec","Infested Spawn 63 → Layette",""
"05:02.759","Begin Cast","Infested Bite 0.47 sec","Infested Spawn 72",""
"05:02.762","Cast","Infested Bite 0.50 sec","Infested Spawn 64 → Gumbreaker",""
"05:02.817","Cast","Infested Bite 0.50 sec","Infested Spawn 65 → Layette",""
"05:02.870","Cast","Infested Bite 0.50 sec","Infested Spawn 66 → Isamoo",""
"05:02.921","Cast","Infested Bite 0.41 sec","Infested Spawn 67 → Layette",""
"05:02.980","Cast","Infested Bite 0.40 sec","Infested Spawn 68 → Isamoo",""
"05:02.980","Cast","Savage Assault 1.53 sec","Rasha'nan →  Vertorios",""
"05:03.057","Cast","Infested Bite 0.46 sec","Infested Spawn 69 → Cheebroni",""
"05:03.127","Cast","Infested Bite 0.51 sec","Infested Spawn 70 → Isamoo",""
"05:03.131","Cast","Infested Bite 0.45 sec","Infested Spawn 71 → Cheebroni",""
"05:03.231","Cast","Infested Bite 0.47 sec","Infested Spawn 72 → Gumbreaker",""
"05:03.971","Begin Cast","Savage Assault 1.48 sec","Rasha'nan",""
"05:05.451","Cast","Savage Assault 1.48 sec","Rasha'nan →  Foxmidget",""
"05:06.482","Begin Cast","Erosive Spray 1.49 sec","Rasha'nan",""
"05:07.797","Begin Cast","Infested Bite 0.46 sec","Infested Spawn 61",""
"05:07.975","Cast","Erosive Spray 1.49 sec","Rasha'nan",""
"05:08.168","Begin Cast","Infested Bite 0.52 sec","Infested Spawn 62",""
"05:08.169","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 64",""
"05:08.169","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 66",""
"05:08.170","Begin Cast","Infested Bite Canceled","Infested Spawn 67",""
"05:08.170","Begin Cast","Infested Bite 0.51 sec","Infested Spawn 68",""
"05:08.258","Cast","Infested Bite 0.46 sec","Infested Spawn 61 → Tahliia",""
"05:08.496","Begin Cast","Infested Bite Canceled","Infested Spawn 71",""
"05:08.578","Begin Cast","Infested Bite 0.50 sec","Infested Spawn 70",""
"05:08.682","Cast","Infested Bite 0.51 sec","Infested Spawn 66 → Gumbreaker",""
"05:08.683","Cast","Infested Bite 0.51 sec","Infested Spawn 64 → Gumbreaker",""
"05:08.683","Cast","Infested Bite 0.52 sec","Infested Spawn 62 → Gumbreaker",""
"05:08.683","Cast","Infested Bite 0.51 sec","Infested Spawn 68 → Gumbreaker",""
"05:09.074","Cast","Infested Bite 0.50 sec","Infested Spawn 70 → Gumbreaker",""
